ts,iso,metric_bytes,metric_http,metric_fs,du_http,du_fs,du_total,df_used,budget,occ_ratio,evictions,evicted_bytes,writes_skipped,fetch_errors,dropped,pinned,rebuilding
1789070241,2026-09-10T19:57:21Z,0,0,0,0,0,0,88344150016,8e+10,0,0,0,0,0,0,0,0
1789070251,2026-09-10T19:57:31Z,2482526433,1.245206753e+09,1.23731968e+09,1359006753,1354760192,2713766945,91359698944,8e+10,0.0310315804125,0,0,0,0,0,0,0
1789070262,2026-09-10T19:57:42Z,5502925873,2.755656753e+09,2.74726912e+09,2987406753,2982150144,5969556897,94776963072,8e+10,0.0687865734125,0,0,0,0,0,0,0
1789070273,2026-09-10T19:57:53Z,8304973409,4.156806753e+09,4.148166656e+09,4426906753,4424990720,8851897473,97768886272,8e+10,0.1038121676125,0,0,0,0,0,1,0
1789070284,2026-09-10T19:58:04Z,8466532480,4.2932e+09,4.17333248e+09,4495000000,4391436288,8886436288,97811460096,8e+10,0.105831656,28672,2942033409,4,0,0,1,0
1789070295,2026-09-10T19:58:15Z,8608691344,4.36825e+09,4.240441344e+09,4547450000,4435476480,8982926480,97496166400,8e+10,0.1076086418,53248,5376825873,5,0,0,1,0
1789070305,2026-09-10T19:58:25Z,8253747664,4.20205e+09,4.051697664e+09,4377400000,4286578688,8663978688,97593794560,8e+10,0.1031718458,77824,7828195553,7,0,0,1,0
1789070316,2026-09-10T19:58:36Z,8598045776,4.32405e+09,4.273995776e+09,4435450000,4391436288,8826886288,97739796480,8e+10,0.1074755722,106496,10563107009,11,0,0,0,0
1789070327,2026-09-10T19:58:47Z,8247552096,4.1623e+09,4.085252096e+09,4383100000,4315938816,8699038816,97640763392,8e+10,0.1030944012,135168,13422347585,16,0,0,1,0
1789070338,2026-09-10T19:58:58Z,8387293872,4.22235e+09,4.164943872e+09,4340950000,4286578688,8627528688,97553186816,8e+10,0.1048411734,163840,16236000817,17,0,0,1,0
1789070349,2026-09-10T19:59:09Z,8651340080,4.37315e+09,4.27819008e+09,4504350000,4412407808,8916757808,97464860672,8e+10,0.108141751,188416,18699803409,21,0,0,0,0
