ts,iso,metric_bytes,metric_http,metric_fs,du_http,du_fs,du_total,df_used,budget,occ_ratio,evictions,evicted_bytes,writes_skipped,fetch_errors,dropped,pinned,rebuilding,pressure,rebuilds,lock_lost,lock_retry
1789241649,2026-09-12T19:34:09Z,1351175356,8.09886534e+08,5.41288822e+08,1253619302,1061644662,2315263964,90851483648,8e+10,0.01688969195,0,0,0,0,0,1,0,1.351175356e+09,1,0,0
1789241660,2026-09-12T19:34:20Z,5166019116,2.779236534e+09,2.386782582e+09,3003536534,2630052214,5633588748,94173306880,8e+10,0.06457523895,0,0,0,1,0,0,0,5.166019116e+09,1,0,0
1789241671,2026-09-12T19:34:31Z,8823535660,4.608036534e+09,4.215499126e+09,4743236534,4366494070,9109730604,97804537856,8e+10,0.11029419575,0,0,0,1,0,0,0,8.82353566e+09,1,0,0
1789241682,2026-09-12T19:34:42Z,8747672992,4.4569e+09,4.290772992e+09,4634250000,4490002432,9124252432,97698017280,8e+10,0.1093459124,32768,3004230460,4853,1,0,0,0,8.747672992e+09,1,0,0
1789241693,2026-09-12T19:34:53Z,8600601472,4.3308e+09,4.269801472e+09,4489750000,4294967296,8784717296,97483354112,8e+10,0.1075075184,65536,6138724204,4857,1,0,1,0,8.600601472e+09,1,0,0
1789241704,2026-09-12T19:35:04Z,8332535008,4.2347e+09,4.097835008e+09,4459200000,4324327424,8783527424,97469857792,8e+10,0.1041566876,102400,9855149612,4861,1,0,1,0,8.332535008e+09,1,0,0
1789241715,2026-09-12T19:35:15Z,8758731856,4.40085e+09,4.357881856e+09,4590050000,4313841664,8903891664,97455525888,8e+10,0.1094841482,131072,12594205372,4864,1,0,0,0,8.758731856e+09,1,0,0
1789241726,2026-09-12T19:35:26Z,8820620464,4.45435e+09,4.366270464e+09,4628550000,4563402752,9191952752,97514831872,8e+10,0.1102577558,163840,15873749756,4870,1,0,0,0,8.820620464e+09,1,0,0
1789241737,2026-09-12T19:35:37Z,8864602112,4.448e+09,4.416602112e+09,4502150000,4339007488,8841157488,97514336256,8e+10,0.1108075264,196608,19057975148,4875,1,0,1,0,8.864602112e+09,1,0,0
1789241749,2026-09-12T19:35:49Z,8540074256,4.28705e+09,4.253024256e+09,4459250000,4324327424,8783577424,97487437824,8e+10,0.1067509282,229376,22296076492,4876,1,0,1,0,8.540074256e+09,1,0,0
1789241760,2026-09-12T19:36:00Z,8646595776,4.3726e+09,4.273995776e+09,4507150000,4374659072,8881809072,97575415808,8e+10,0.1080824472,262144,25600486700,4882,1,0,1,0,8.646595776e+09,1,0,0
1789241771,2026-09-12T19:36:11Z,8727600208,4.42005e+09,4.307550208e+09,4493400000,4383047680,8876447680,97619664896,8e+10,0.1090950026,299008,29254747548,4883,1,0,0,0,8.727600208e+09,1,0,0
1789241782,2026-09-12T19:36:22Z,8484702736,4.25265e+09,4.232052736e+09,4426950000,4324327424,8751277424,97478197248,8e+10,0.1060587842,327680,31997947612,4887,1,0,1,0,8.484702736e+09,1,0,0
1789241793,2026-09-12T19:36:33Z,8684571728,4.35605e+09,4.328521728e+09,4587450000,4573888512,9161338512,97329909760,8e+10,0.1085571466,360447,35244287564,4890,1,0,1,0,8.684571728e+09,1,0,0
1789241804,2026-09-12T19:36:44Z,8722743248,4.37325e+09,4.349493248e+09,4575750000,4575985664,9151735664,97312636928,8e+10,0.1090342906,393214,38474050300,4893,1,0,0,0,8.722743248e+09,1,0,0
1789241815,2026-09-12T19:36:55Z,8669951472,4.40015e+09,4.269801472e+09,4582650000,4469030912,9051680912,97758478336,8e+10,0.1083743934,425981,41815709244,4896,1,0,0,0,8.669951472e+09,1,0,0
1789241826,2026-09-12T19:37:06Z,8789014768,4.41855e+09,4.370464768e+09,4584300000,4540334080,9124634080,97808019456,8e+10,0.1098626846,458749,44975068812,4897,1,0,1,0,8.789014768e+09,1,0,0
1789241837,2026-09-12T19:37:17Z,8665327424,4.341e+09,4.324327424e+09,4468700000,4477419520,8946119520,97690357760,8e+10,0.1083165928,491517,48184160028,4900,1,0,1,0,8.665327424e+09,1,0,0
1789241848,2026-09-12T19:37:28Z,8656811600,4.35765e+09,4.2991616e+09,4474950000,4454350848,8929300848,97614430208,8e+10,0.108210145,520188,51055783516,4904,1,0,0,0,8.6568116e+09,1,0,0
1789241859,2026-09-12T19:37:39Z,8709616032,4.3769e+09,4.332716032e+09,4434150000,4437573632,8871723632,97591394304,8e+10,0.1088702004,552955,54281401948,4909,1,0,1,0,8.709616032e+09,1,0,0
1789241870,2026-09-12T19:37:50Z,8692128688,4.40555e+09,4.286578688e+09,4617000000,4517265408,9134265408,97485361152,8e+10,0.1086516086,585722,57589906460,4910,1,0,0,0,8.692128688e+09,1,0,0
1789241881,2026-09-12T19:38:01Z,8788531856,4.43065e+09,4.357881856e+09,4610200000,4542431232,9152631232,97480626176,8e+10,0.1098566482,618489,60782370460,4915,1,0,1,0,8.788531856e+09,1,0,0
1789241892,2026-09-12T19:38:12Z,8740087552,4.3864e+09,4.353687552e+09,4562200000,4548722688,9110922688,97287495680,8e+10,0.1092510944,651257,63983173068,4916,1,0,1,0,8.740087552e+09,1,0,0
1789241903,2026-09-12T19:38:23Z,8628697040,4.39245e+09,4.23624704e+09,4546200000,4420796416,8966996416,97691365376,8e+10,0.107858713,684024,67341409228,4917,1,0,0,0,8.62869704e+09,1,0,0
1789241915,2026-09-12T19:38:35Z,8687540080,4.40935e+09,4.27819008e+09,4529750000,4414504960,8944254960,97649790976,8e+10,0.108594251,716792,70554644748,4919,1,0,0,0,8.68754008e+09,1,0,0
1789241926,2026-09-12T19:38:46Z,8786043248,4.43655e+09,4.349493248e+09,4504000000,4433379328,8937379328,97685131264,8e+10,0.1098255406,749560,73747158748,4921,1,0,1,0,8.786043248e+09,1,0,0
1789241937,2026-09-12T19:38:57Z,8360056528,4.24125e+09,4.118806528e+09,4551200000,4437573632,8988773632,97633673216,8e+10,0.1045007066,778232,76614687932,4922,1,0,0,0,8.360056528e+09,1,0,0
1789241948,2026-09-12T19:39:08Z,8555097040,4.31885e+09,4.23624704e+09,4556250000,4475322368,9031572368,97724293120,8e+10,0.106938713,811000,79815490540,4926,1,0,1,0,8.55509704e+09,1,0,0
1789241959,2026-09-12T19:39:19Z,8332523616,4.2263e+09,4.106223616e+09,4635850000,4529848320,9165698320,97502289920,8e+10,0.1041565452,839672,82683019724,4931,1,0,0,0,8.332523616e+09,1,0,0
1789241970,2026-09-12T19:39:30Z,8787320464,4.42105e+09,4.366270464e+09,4505950000,4466933760,8972883760,97699549184,8e+10,0.1098415058,872440,85858956508,4934,1,0,1,0,8.787320464e+09,1,0,0
1789241981,2026-09-12T19:39:41Z,8641383120,4.32125e+09,4.32013312e+09,4586850000,4588568576,9175418576,97394302976,8e+10,0.108017289,901111,88639405308,4938,1,0,1,0,8.64138312e+09,1,0,0
1789241992,2026-09-12T19:39:52Z,8874213504,4.466e+09,4.408213504e+09,4601850000,4550819840,9152669840,97457815552,8e+10,0.1109276688,929782,91523461708,4943,1,0,0,0,8.874213504e+09,1,0,0
1789242003,2026-09-12T19:40:03Z,8634294828,4.32674462e+09,4.307550208e+09,4587042015,4584374272,9171416287,97371037696,8e+10,0.10792868535,958454,94320537724,4943,1,0,1,0,8.634294828e+09,1,0,0
1789242014,2026-09-12T19:40:14Z,8706286757,4.398736549e+09,4.307550208e+09,4583386549,4508876800,9092263349,97807650816,8e+10,0.1088285844625,987126,97225365644,4948,1,0,1,0,8.706286757e+09,1,0,0
1789242025,2026-09-12T19:40:25Z,8412281250,4.251531682e+09,4.160749568e+09,4643179264,4567597056,9210776320,97545252864,8e+10,0.105153515625,1015797,100055546092,4949,1,0,1,0,8.41228125e+09,1,0,0
1789242036,2026-09-12T19:40:36Z,8921781060,4.500984644e+09,4.420796416e+09,4506634644,4450156544,8956791188,97598504960,8e+10,0.11152226325,1044469,102877482552,4951,1,0,0,0,8.92178106e+09,1,0,0
1789242047,2026-09-12T19:40:47Z,8534335323,4.331642715e+09,4.202692608e+09,4476242715,4357881856,8834124571,97546448896,8e+10,0.1066791915375,1077237,106161163169,4955,1,0,0,0,8.534335323e+09,1,0,0
