ts_epoch,bytes
1789251998.993,2050000
1789251998.998,2150000
1789251999.006,2050000
1789251999.006,2050000
1789251999.015,2100000
1789251999.016,2150000
1789251999.022,2050000
1789251999.025,2050000
1789251999.030,2050000
1789251999.032,2050000
1789251999.037,2050000
1789251999.040,2050000
1789251999.045,2050000
1789251999.047,2050000
1789251999.051,2050000
1789251999.055,2050000
1789251999.058,2050000
1789251999.062,2050000
1789251999.065,2050000
1789251999.072,2050000
1789251999.072,2050000
1789251999.078,2050000
1789251999.082,2050000
1789251999.087,2050000
1789251999.088,2050000
1789251999.093,2050000
1789251999.094,2050000
1789251999.100,2050000
1789251999.103,2050000
1789251999.108,2050000
1789251999.109,2150000
1789251999.116,2050000
1789251999.119,2050000
1789251999.123,2050000
1789251999.126,2050000
1789251999.130,2050000
1789251999.133,2050000
1789251999.139,2050000
1789251999.165,2100000
1789251999.412,2100000
1789251999.437,2100000
1789251999.443,2050000
1789251999.445,2100000
1789251999.455,2100000
1789251999.460,2100000
1789251999.496,2100000
1789251999.518,2050000
1789251999.603,50000
1789251999.607,2150000
1789251999.610,2150000
1789251999.616,2100000
1789251999.628,2150000
1789251999.628,2150000
1789251999.640,2150000
1789251999.641,2150000
1789251999.652,2150000
1789251999.652,2150000
1789251999.662,2150000
1789251999.663,2100000
1789251999.675,2150000
1789251999.675,2150000
1789251999.689,2100000
1789251999.689,2150000
1789251999.699,2150000
1789251999.700,2150000
1789251999.709,2100000
1789251999.712,2150000
1789251999.720,50000
1789251999.724,2150000
1789251999.724,2150000
1789251999.732,2100000
1789251999.734,2100000
1789251999.743,2150000
1789251999.749,2150000
1789251999.757,2150000
1789251999.759,2150000
1789251999.765,2100000
1789251999.769,2150000
1789251999.778,2150000
1789251999.781,2150000
1789251999.786,2150000
1789251999.787,2150000
1789251999.794,2150000
1789251999.799,2150000
1789251999.806,2150000
1789251999.809,2150000
1789251999.820,2150000
1789251999.821,2150000
1789251999.832,2150000
1789251999.835,2150000
1789251999.843,2150000
1789251999.846,2150000
1789251999.853,2150000
1789251999.858,2150000
1789251999.866,2150000
1789251999.869,2150000
1789251999.876,2100000
1789251999.876,2150000
1789251999.884,2150000
1789251999.884,2150000
1789251999.895,2150000
1789251999.895,2100000
1789251999.904,2150000
1789251999.910,2150000
1789251999.946,2150000
1789252000.196,2050000
1789252000.197,2000000
1789252000.208,2050000
1789252000.219,2050000
1789252000.220,2150000
1789252000.230,2050000
1789252000.231,2050000
1789252000.240,2050000
1789252000.240,2050000
1789252000.251,2050000
1789252000.252,2050000
1789252000.259,2050000
1789252000.260,2050000
1789252000.266,2050000
1789252000.267,2050000
1789252000.273,2050000
1789252000.275,2050000
1789252000.280,2050000
1789252000.283,2100000
1789252000.288,2150000
1789252000.290,2050000
1789252000.295,2050000
1789252000.296,2150000
1789252000.305,2050000
1789252000.307,2000000
1789252000.313,2000000
1789252000.313,2050000
1789252000.320,2000000
1789252000.324,2150000
1789252000.331,2150000
1789252000.331,2050000
1789252000.338,2050000
1789252000.340,2050000
1789252000.346,2050000
1789252000.349,2050000
1789252000.353,2050000
1789252000.359,2050000
1789252000.360,2050000
1789252000.365,2050000
1789252000.368,2050000
1789252000.371,2050000
1789252000.379,2050000
1789252000.380,2050000
1789252000.387,2050000
1789252000.390,2050000
1789252000.400,2050000
1789252000.401,2050000
1789252000.411,2050000
1789252000.412,2050000
1789252000.423,2050000
1789252000.423,2050000
1789252000.433,2050000
1789252000.435,2100000
1789252000.442,2050000
1789252000.443,2050000
1789252000.450,2150000
1789252000.451,2050000
1789252000.459,2050000
1789252000.459,2050000
1789252000.465,2050000
1789252000.466,2050000
1789252000.473,2050000
1789252000.482,2050000
1789252000.521,2100000
1789252000.762,2100000
1789252000.783,2100000
1789252000.785,2100000
1789252000.799,2100000
1789252000.800,2100000
1789252000.834,2100000
1789252000.835,2100000
1789252000.874,2100000
1789252000.960,2150000
1789252000.967,2150000
1789252000.973,2100000
1789252000.984,2150000
1789252000.985,2150000
1789252000.995,2150000
1789252000.996,2150000
1789252001.004,2150000
1789252001.005,2100000
1789252001.013,2150000
1789252001.015,2150000
1789252001.024,2150000
1789252001.028,2150000
1789252001.034,2100000
1789252001.036,2150000
1789252001.044,2100000
1789252001.046,2150000
1789252001.051,2150000
1789252001.060,2150000
1789252001.060,2150000
1789252001.068,2100000
1789252001.071,2100000
1789252001.073,2150000
1789252001.082,2150000
1789252001.083,2150000
1789252001.091,2150000
1789252001.092,2100000
1789252001.098,2150000
1789252001.101,2150000
1789252001.106,2150000
1789252001.107,2150000
1789252001.114,2150000
1789252001.116,2100000
1789252001.124,2150000
1789252001.126,2150000
1789252001.135,2150000
1789252001.136,2150000
1789252001.143,2150000
1789252001.146,2100000
1789252001.153,2150000
1789252001.157,2150000
1789252001.162,2150000
1789252001.167,2150000
1789252001.171,2150000
1789252001.177,2100000
1789252001.177,2150000
1789252001.185,1950384
1789252001.190,2150000
1789252001.196,2150000
1789252001.197,2150000
1789252001.203,2150000
1789252001.205,2150000
1789252001.209,2150000
1789252001.212,2150000
1789252001.219,2150000
1789252001.227,2150000
1789252001.281,2150000
1789252003.889,2050000
1789252003.897,2100000
1789252003.905,2100000
1789252003.920,2100000
1789252003.929,2100000
1789252003.945,2100000
1789252003.953,2100000
1789252003.969,2100000
1789252003.978,2100000
1789252003.994,2100000
1789252004.003,2100000
1789252004.021,2100000
1789252004.029,2100000
1789252004.046,2100000
1789252004.056,2100000
1789252004.072,2100000
1789252004.082,2100000
1789252004.099,2100000
1789252004.109,2100000
1789252004.125,2100000
1789252004.134,2100000
1789252004.152,2100000
1789252004.161,2050000
1789252004.177,2100000
1789252004.184,2100000
1789252004.200,2100000
1789252004.209,2100000
1789252004.225,2100000
1789252004.233,2100000
1789252004.250,2100000
1789252004.258,2100000
1789252004.274,2100000
1789252004.281,2100000
1789252004.296,2100000
1789252004.299,2050000
1789252004.301,2100000
1789252004.307,1150000
1789252004.320,2100000
1789252004.326,2100000
1789252004.340,2100000
1789252004.347,2100000
1789252004.360,2100000
1789252004.368,2100000
1789252004.382,2100000
1789252004.388,2100000
1789252004.403,2100000
1789252004.409,2050000
1789252004.424,50000
1789252004.428,2050000
1789252004.433,2100000
1789252004.448,2100000
1789252004.455,2100000
1789252004.473,2100000
1789252004.480,2100000
1789252004.497,2100000
1789252004.504,2100000
1789252004.521,2100000
1789252004.529,2100000
1789252004.546,2100000
1789252004.554,2100000
1789252004.571,2100000
1789252004.578,2100000
1789252004.595,2100000
1789252004.602,2100000
1789252004.619,2100000
1789252004.626,2100000
1789252004.643,2100000
1789252004.650,2100000
1789252004.667,2100000
1789252004.674,2100000
1789252004.691,2050000
1789252004.698,2100000
1789252004.715,2100000
1789252004.722,2100000
1789252004.740,2100000
1789252004.747,2100000
1789252004.766,2100000
1789252004.774,2100000
1789252004.792,2100000
1789252004.799,2100000
1789252004.816,2100000
1789252004.825,2100000
1789252004.842,2100000
1789252004.849,2100000
1789252004.866,2100000
1789252004.874,2100000
1789252004.892,2100000
1789252004.898,2100000
1789252004.916,2100000
1789252004.923,2100000
1789252004.940,2100000
1789252004.947,2100000
1789252004.965,2100000
1789252004.972,2050000
1789252004.989,2100000
1789252004.996,2100000
1789252005.014,2100000
1789252005.021,2100000
1789252005.040,2100000
1789252005.046,2100000
1789252005.065,2100000
1789252005.071,2100000
1789252005.089,2100000
1789252005.096,2100000
1789252005.114,2100000
1789252005.121,2100000
1789252005.137,2100000
1789252005.145,2100000
1789252005.162,2100000
1789252005.169,2100000
1789252005.188,2100000
1789252005.194,2100000
1789252005.212,2100000
1789252005.219,2100000
1789252005.236,2100000
1789252005.243,2100000
1789252005.260,2050000
1789252005.267,2100000
1789252005.285,2100000
1789252005.292,2100000
1789252005.309,2100000
1789252005.317,2100000
1789252005.334,2100000
1789252005.341,2100000
1789252005.359,2100000
1789252005.365,2100000
1789252005.383,2100000
1789252005.390,2100000
1789252005.408,2100000
1789252005.414,2100000
1789252005.432,2100000
1789252005.439,2100000
1789252005.457,2100000
1789252005.465,2100000
1789252005.482,2100000
1789252005.489,2100000
1789252005.507,2100000
1789252005.515,2100000
1789252005.534,2100000
1789252005.541,2050000
1789252005.559,2100000
1789252005.566,2100000
1789252005.583,2100000
1789252005.590,2100000
1789252005.609,2100000
1789252005.616,2100000
1789252005.633,2100000
1789252005.641,2100000
1789252005.658,2100000
1789252005.666,2100000
1789252005.686,2100000
1789252005.693,2100000
1789252005.713,2100000
1789252005.721,2100000
1789252005.739,2100000
1789252005.746,2100000
1789252005.765,2100000
1789252005.772,2100000
1789252005.789,2100000
1789252005.798,2100000
1789252005.818,2100000
1789252005.825,2050000
1789252005.840,50000
1789252005.843,2050000
1789252005.851,2100000
1789252005.868,2100000
1789252005.876,2100000
1789252005.892,2100000
1789252005.900,2100000
1789252005.916,2100000
1789252005.924,2100000
1789252005.941,2100000
1789252005.949,2100000
1789252005.966,2100000
1789252005.974,2100000
1789252005.990,2100000
1789252005.998,2100000
1789252006.015,2100000
1789252006.022,2100000
1789252006.039,2100000
1789252006.047,2100000
1789252006.064,2100000
1789252006.072,2100000
1789252006.088,2100000
1789252006.095,2100000
1789252006.112,2050000
1789252006.120,2100000
1789252006.136,2100000
1789252006.144,2100000
1789252006.163,2100000
1789252006.171,2100000
1789252006.187,2100000
1789252006.196,2100000
1789252006.212,2100000
1789252006.221,2100000
1789252006.239,2100000
1789252006.247,2100000
1789252006.264,2100000
1789252006.273,2100000
1789252006.290,2100000
1789252006.298,2100000
1789252006.315,2100000
1789252006.323,2100000
1789252006.340,2100000
1789252006.348,2100000
1789252006.364,2100000
1789252006.372,2100000
1789252006.391,2100000
1789252006.399,2050000
1789252006.415,2100000
1789252006.424,2100000
1789252006.440,2100000
1789252006.448,2100000
1789252006.464,2100000
1789252006.472,2100000
1789252006.487,2100000
1789252006.496,2100000
1789252006.511,2100000
1789252006.520,2100000
1789252006.536,2100000
1789252006.544,2100000
1789252006.563,2100000
1789252006.571,2100000
1789252006.588,2100000
1789252006.596,2100000
1789252006.613,2100000
1789252006.621,2100000
1789252006.637,2100000
1789252006.645,2100000
1789252006.661,2100000
1789252006.670,2100000
1789252006.686,2050000
1789252006.694,2100000
1789252006.711,2100000
1789252006.719,2100000
1789252006.734,2100000
1789252006.742,2100000
1789252006.760,2100000
1789252006.769,2100000
1789252006.785,2100000
1789252006.793,2100000
1789252006.810,2100000
1789252006.818,2100000
1789252006.836,2100000
1789252006.844,2100000
1789252006.861,2100000
1789252006.869,2100000
1789252006.885,2100000
1789252006.894,2100000
1789252006.910,2100000
1789252006.918,2100000
1789252006.935,2100000
1789252006.943,2100000
1789252006.959,2100000
1789252006.967,2050000
1789252006.983,2100000
1789252006.991,2100000
1789252007.007,2100000
1789252007.015,2100000
1789252007.031,2050000
1789252007.053,2150000
1789252007.061,2100000
1789252007.069,2100000
1789252007.085,2100000
1789252007.095,2100000
1789252007.110,2100000
1789252007.119,2100000
1789252007.135,2100000
1789252007.142,2100000
1789252007.161,2100000
1789252007.169,2100000
1789252007.185,2100000
1789252007.195,2100000
1789252007.213,2100000
1789252007.222,2100000
1789252007.238,2100000
1789252007.248,2050000
1789252007.262,50000
1789252007.266,2050000
1789252007.273,2100000
1789252007.291,2100000
1789252007.299,2100000
1789252007.315,2100000
1789252007.323,2100000
1789252007.341,2100000
1789252007.348,2100000
1789252007.366,2100000
1789252007.372,2100000
1789252007.391,2100000
1789252007.398,2100000
1789252007.415,2100000
1789252007.423,2100000
1789252007.441,2100000
1789252007.449,2100000
1789252007.467,2100000
1789252007.474,2100000
1789252007.491,2100000
1789252007.498,2100000
1789252007.516,2100000
1789252007.523,2100000
1789252007.540,2050000
1789252007.548,2100000
1789252007.567,2100000
1789252007.577,2100000
1789252007.593,2100000
1789252007.600,2100000
1789252007.618,2100000
1789252007.624,2100000
1789252007.641,2100000
1789252007.648,2100000
1789252007.666,2100000
1789252007.672,2100000
1789252007.689,2100000
1789252007.696,2100000
1789252007.714,2100000
1789252007.721,2100000
1789252007.738,2100000
1789252007.745,2100000
1789252007.764,2100000
1789252007.773,2100000
1789252007.789,2100000
1789252007.796,2100000
1789252007.813,2100000
1789252007.820,2050000
1789252007.838,2100000
1789252007.844,2100000
1789252007.863,2100000
1789252007.870,2100000
1789252007.887,2100000
1789252007.894,2100000
1789252007.911,2100000
1789252007.918,2100000
1789252007.935,2100000
1789252007.943,2100000
1789252007.959,2100000
1789252007.966,2100000
1789252007.985,2100000
1789252007.992,2100000
1789252008.009,2100000
1789252008.017,2100000
1789252008.033,2100000
1789252008.041,2100000
1789252008.061,2100000
1789252008.069,2100000
1789252008.088,2100000
1789252008.094,2100000
1789252008.112,2050000
1789252008.120,2100000
1789252008.138,2100000
1789252008.145,2100000
1789252008.162,2100000
1789252008.169,2100000
1789252008.187,2100000
1789252008.193,2100000
1789252008.210,2100000
1789252008.217,2100000
1789252008.234,2100000
1789252008.241,2100000
1789252008.260,2100000
1789252008.267,2100000
1789252008.285,2100000
1789252008.292,2100000
1789252008.311,2100000
1789252008.317,2100000
1789252008.334,2100000
1789252008.341,2100000
1789252008.360,2100000
1789252008.366,2100000
1789252008.384,2100000
1789252008.391,2050000
1789252008.410,2100000
1789252008.417,2100000
1789252008.434,2100000
1789252008.441,2100000
1789252008.459,2100000
1789252008.466,2100000
1789252008.483,2100000
1789252008.490,2100000
1789252008.507,2100000
1789252008.514,2100000
1789252008.531,2100000
1789252008.538,2100000
1789252008.557,2100000
1789252008.565,2100000
1789252008.582,2100000
1789252008.589,2100000
1789252008.606,2100000
1789252008.613,2100000
1789252008.631,2100000
1789252008.637,2100000
1789252008.656,2100000
1789252008.662,2050000
1789252008.678,50000
1789252008.682,2050000
1789252008.690,2100000
1789252008.706,2100000
1789252008.714,2100000
1789252008.730,2100000
1789252008.738,2100000
1789252008.754,2100000
1789252008.763,2100000
1789252008.778,2100000
1789252008.787,2100000
1789252008.802,2100000
1789252008.810,2100000
1789252008.826,2100000
1789252008.834,2100000
1789252008.850,2100000
1789252008.858,2100000
1789252008.874,2100000
1789252008.883,2100000
1789252008.901,2100000
1789252008.911,2100000
1789252008.928,2100000
1789252008.935,2100000
1789252008.953,2050000
1789252008.961,2100000
1789252008.977,2100000
1789252008.985,2100000
1789252009.002,2100000
1789252009.009,2100000
1789252009.026,2100000
1789252009.035,2100000
1789252009.051,2100000
1789252009.059,2100000
1789252009.077,2100000
1789252009.085,2100000
1789252009.101,2100000
1789252009.109,2100000
1789252009.125,2100000
1789252009.133,2100000
1789252009.150,2100000
1789252009.157,2100000
1789252009.173,2100000
1789252009.182,2100000
1789252009.198,2100000
1789252009.206,2100000
1789252009.225,2100000
1789252009.233,2050000
1789252009.250,2100000
1789252009.258,2100000
1789252009.275,2100000
1789252009.283,2100000
1789252009.300,2100000
1789252009.307,2100000
1789252009.324,2100000
1789252009.332,2100000
1789252009.349,2100000
1789252009.357,2100000
1789252009.373,2100000
1789252009.381,2100000
1789252009.398,2100000
1789252009.405,2100000
1789252009.422,2100000
1789252009.432,2100000
1789252009.450,2100000
1789252009.458,2100000
1789252009.476,2100000
1789252009.486,2100000
1789252009.502,2100000
1789252009.510,2100000
1789252009.527,2050000
1789252009.536,2100000
1789252009.551,2100000
1789252009.559,2100000
1789252009.576,2100000
1789252009.584,2100000
1789252009.599,2100000
1789252009.607,2100000
1789252009.624,2100000
1789252009.633,2100000
1789252009.649,2100000
1789252009.658,2100000
1789252009.675,2100000
1789252009.684,2100000
1789252009.700,2100000
1789252009.709,2100000
1789252009.725,2100000
1789252009.733,2100000
1789252009.749,2100000
1789252009.758,2100000
1789252009.776,2100000
1789252009.784,2100000
1789252009.801,2100000
1789252009.810,2050000
1789252009.827,2100000
1789252009.836,2100000
1789252009.852,2100000
1789252009.861,2100000
1789252009.877,2100000
1789252009.886,2100000
1789252009.904,2100000
1789252009.911,2100000
1789252009.927,2100000
1789252009.937,2100000
1789252009.953,2100000
1789252009.961,2100000
1789252009.977,2100000
1789252009.985,2100000
1789252010.004,2100000
1789252010.013,2100000
1789252010.030,2100000
1789252010.038,2100000
1789252010.058,2100000
1789252010.066,2100000
1789252010.082,2100000
1789252010.090,2050000
1789252010.104,50000
1789252010.109,2050000
1789252010.116,2100000
1789252010.134,2100000
1789252010.140,2100000
1789252010.160,2100000
1789252010.167,2100000
1789252010.188,2100000
1789252010.195,2100000
1789252010.213,2100000
1789252010.221,2100000
1789252010.239,2100000
1789252010.264,2150000
1789252010.274,2100000
1789252010.280,2100000
1789252010.297,2100000
1789252010.304,2100000
1789252010.321,2100000
1789252010.328,2100000
1789252010.345,2100000
1789252010.352,2100000
1789252010.369,2100000
1789252010.376,2100000
1789252010.393,2050000
1789252010.401,2100000
1789252010.421,2100000
1789252010.428,2100000
1789252010.446,2100000
1789252010.453,2100000
1789252010.470,2100000
1789252010.477,2100000
1789252010.496,2100000
1789252010.503,2100000
1789252010.520,2100000
1789252010.527,2100000
1789252010.549,2100000
1789252010.556,2100000
1789252010.573,2100000
1789252010.580,2100000
1789252010.598,2100000
1789252010.605,2100000
1789252010.623,2100000
1789252010.630,2100000
1789252010.648,2100000
1789252010.655,2100000
1789252010.674,2100000
1789252010.681,2050000
1789252010.698,2100000
1789252010.705,2100000
1789252010.723,2100000
1789252010.730,2100000
1789252010.747,2100000
1789252010.756,2100000
1789252010.773,2100000
1789252010.780,2100000
1789252010.799,2100000
1789252010.806,2100000
1789252010.827,2100000
1789252010.834,2100000
1789252010.851,2100000
1789252010.859,2100000
1789252010.877,2100000
1789252010.884,2100000
1789252010.900,2100000
1789252010.907,2100000
1789252010.925,2100000
1789252010.932,2100000
1789252010.949,2100000
1789252010.958,2100000
1789252010.975,2050000
1789252010.982,2100000
1789252011.000,2100000
1789252011.007,2100000
1789252011.025,2100000
1789252011.032,2100000
1789252011.050,2100000
1789252011.058,2100000
1789252011.079,2100000
1789252011.086,2100000
1789252011.103,2100000
1789252011.110,2100000
1789252011.128,2100000
1789252011.135,2100000
1789252011.152,2100000
1789252011.159,2100000
1789252011.176,2100000
1789252011.183,2100000
1789252011.205,2100000
1789252011.212,2100000
1789252011.231,2100000
1789252011.238,2100000
1789252011.255,2100000
1789252011.262,2050000
1789252011.279,2100000
1789252011.287,2100000
1789252011.304,2100000
1789252011.313,2100000
1789252011.329,2100000
1789252011.336,2100000
1789252011.355,2100000
1789252011.363,2100000
1789252011.380,2100000
1789252011.387,2100000
1789252011.408,2100000
1789252011.416,2100000
1789252011.436,2100000
1789252011.441,2100000
1789252011.462,2100000
1789252011.471,2100000
1789252011.491,2100000
1789252011.499,2100000
1789252011.518,2100000
1789252011.525,2100000
1789252011.542,2100000
1789252011.550,2050000
1789252011.567,50000
1789252011.570,2050000
1789252011.579,2100000
1789252011.595,2100000
1789252011.603,2100000
1789252011.620,2100000
1789252011.628,2100000
1789252011.645,2100000
1789252011.653,2100000
1789252011.673,2100000
1789252011.682,2100000
1789252011.699,2100000
1789252011.708,2100000
1789252011.724,2100000
1789252011.733,2100000
1789252011.749,2100000
1789252011.757,2100000
1789252011.774,2100000
1789252011.784,2100000
1789252011.800,2100000
1789252011.808,2100000
1789252011.827,2100000
1789252011.835,2100000
1789252011.852,2050000
1789252011.859,2100000
1789252011.877,2100000
1789252011.886,2100000
1789252011.903,2100000
1789252011.911,2100000
1789252011.927,2100000
1789252011.936,2100000
1789252011.951,2100000
1789252011.959,2100000
1789252011.976,2100000
1789252011.984,2100000
1789252012.001,2100000
1789252012.009,2100000
1789252012.027,2100000
1789252012.036,2100000
1789252012.052,2100000
1789252012.060,2100000
1789252012.079,2100000
1789252012.087,2100000
1789252012.103,2100000
1789252012.111,2100000
1789252012.128,2100000
1789252012.136,2050000
1789252012.153,2100000
1789252012.161,2100000
1789252012.178,2100000
1789252012.186,2100000
1789252012.203,2100000
1789252012.212,2100000
1789252012.229,2100000
1789252012.238,2100000
1789252012.254,2100000
1789252012.263,2100000
1789252012.279,2100000
1789252012.287,2100000
1789252012.304,2100000
1789252012.311,2100000
1789252012.327,2100000
1789252012.335,2100000
1789252012.351,2100000
1789252012.360,2100000
1789252012.377,2100000
1789252012.387,2100000
1789252012.403,2100000
1789252012.411,2050000
1789252012.428,50000
1789252012.433,2050000
1789252012.440,2100000
1789252012.460,2100000
1789252012.467,2100000
1789252012.484,2100000
1789252012.493,2100000
1789252012.511,2100000
1789252012.518,2100000
1789252012.535,2100000
1789252012.543,2100000
1789252012.560,2100000
1789252012.568,2100000
1789252012.585,2100000
1789252012.591,2100000
1789252012.611,2100000
1789252012.618,2100000
1789252012.636,2100000
1789252012.644,2100000
1789252012.661,2100000
1789252012.668,2100000
1789252012.686,2100000
1789252012.694,2100000
1789252012.715,2100000
1789252012.722,2050000
1789252012.739,2100000
1789252012.749,2100000
1789252012.767,2100000
1789252012.776,2100000
1789252012.793,2100000
1789252012.800,2100000
1789252012.819,2100000
1789252012.826,2100000
1789252012.844,2100000
1789252012.851,2100000
1789252012.870,2100000
1789252012.878,2100000
1789252012.899,2100000
1789252012.906,2100000
1789252012.924,2100000
1789252012.931,2100000
1789252012.948,2100000
1789252012.956,2100000
1789252012.973,2100000
1789252012.981,2100000
1789252012.998,2100000
1789252013.006,2050000
1789252013.022,50000
1789252013.025,2050000
1789252013.033,2100000
1789252013.050,2100000
1789252013.058,2100000
1789252013.075,2100000
1789252013.083,2100000
1789252013.101,2100000
1789252013.108,2100000
1789252013.126,2100000
1789252013.134,2100000
1789252013.149,2100000
1789252013.158,2100000
1789252013.174,2100000
1789252013.182,2100000
1789252013.200,2100000
1789252013.209,2100000
1789252013.225,2100000
1789252013.232,2100000
1789252013.249,2100000
1789252013.258,2100000
1789252013.274,2100000
1789252013.283,2100000
1789252013.302,2050000
1789252013.311,2100000
1789252013.328,2100000
1789252013.337,2100000
1789252013.355,2100000
1789252013.364,2100000
1789252013.380,2100000
1789252013.388,2100000
1789252013.405,2100000
1789252013.414,2100000
1789252013.431,2100000
1789252013.439,2100000
1789252013.458,2100000
1789252013.466,2100000
1789252013.485,2100000
1789252013.493,2100000
1789252013.511,2050000
1789252013.534,2150000
1789252013.542,2050000
1789252013.551,2100000
1789252013.569,2100000
1789252013.578,2100000
1789252013.598,2100000
1789252013.606,2100000
1789252013.623,2100000
1789252013.632,2100000
1789252013.648,2100000
1789252013.656,2100000
1789252013.672,2100000
1789252013.680,2100000
1789252013.697,2100000
1789252013.706,2100000
1789252013.723,2100000
1789252013.732,2100000
1789252013.750,2100000
1789252013.759,2100000
1789252013.776,2100000
1789252013.784,2100000
1789252013.803,2100000
1789252013.812,2100000
1789252013.831,2100000
1789252013.839,2050000
1789252013.855,2100000
1789252013.865,2100000
1789252013.882,2100000
1789252013.890,2100000
1789252013.907,2100000
1789252013.916,2100000
1789252013.933,2100000
1789252013.941,2100000
1789252013.958,2100000
1789252013.967,2100000
1789252013.983,2100000
1789252013.992,2100000
1789252014.008,2100000
1789252014.016,2100000
1789252014.032,2100000
1789252014.040,2100000
1789252014.056,2100000
1789252014.064,2100000
1789252014.081,2100000
1789252014.089,2100000
1789252014.105,2100000
1789252014.115,2050000
1789252014.129,50000
1789252014.134,2050000
1789252014.141,2100000
1789252014.159,2100000
1789252014.166,2100000
1789252014.183,2100000
1789252014.190,2100000
1789252014.207,2100000
1789252014.216,2100000
1789252014.233,2100000
1789252014.240,2100000
1789252014.259,2100000
1789252014.266,2100000
1789252014.286,2100000
1789252014.293,2100000
1789252014.311,2100000
1789252014.319,2100000
1789252014.339,2100000
1789252014.346,2100000
1789252014.364,2100000
1789252014.372,2100000
1789252014.389,2100000
1789252014.396,2100000
1789252014.415,2050000
1789252014.422,2100000
1789252014.439,2100000
1789252014.446,2100000
1789252014.464,2100000
1789252014.471,2100000
1789252014.489,2100000
1789252014.497,2100000
1789252014.514,2100000
1789252014.521,2100000
1789252014.539,2100000
1789252014.546,2100000
1789252014.565,2100000
1789252014.571,2100000
1789252014.591,2100000
1789252014.598,2100000
1789252014.616,2100000
1789252014.624,2100000
1789252014.643,2100000
1789252014.652,2100000
1789252014.670,2100000
1789252014.677,2100000
1789252014.695,2100000
1789252014.702,2050000
1789252014.722,2100000
1789252014.729,2100000
1789252014.749,2100000
1789252014.756,2100000
1789252014.775,2100000
1789252014.782,2100000
1789252014.799,2100000
1789252014.806,2100000
1789252014.823,2100000
1789252014.831,2100000
1789252014.847,2100000
1789252014.855,2100000
1789252014.873,2100000
1789252014.881,2100000
1789252014.899,2100000
1789252014.906,2100000
1789252014.924,2100000
1789252014.932,2100000
1789252014.950,2100000
1789252014.957,2100000
1789252014.975,2100000
1789252014.982,2050000
1789252014.998,50000
1789252015.001,2050000
1789252015.010,2100000
1789252015.027,2100000
1789252015.035,2100000
1789252015.051,2100000
1789252015.060,2100000
1789252015.079,2100000
1789252015.087,2100000
1789252015.104,2100000
1789252015.112,2100000
1789252015.129,2100000
1789252015.137,2100000
1789252015.154,2100000
1789252015.162,2100000
1789252015.179,2100000
1789252015.187,2100000
1789252015.205,2100000
1789252015.213,2100000
1789252015.231,2100000
1789252015.239,2100000
1789252015.256,2100000
1789252015.264,2100000
1789252015.285,2050000
