NAMESPACE   LAST SEEN   TYPE      REASON                   OBJECT                              MESSAGE
bench       14m         Normal    Scheduled                pod/s2-probe                        Successfully assigned bench/s2-probe to ocibench-control-plane
bench       14m         Warning   Unhealthy                pod/s2-probe                        Readiness probe failed: Get "http://10.244.0.35:8080/healthz": dial tcp 10.244.0.35:8080: connect: connection refused
bench       14m         Normal    Started                  pod/s2-probe                        Container started
bench       14m         Normal    Created                  pod/s2-probe                        Container created
bench       13m         Normal    Pulled                   pod/s2-probe                        Container image "172.31.48.227:5000/model-ballast:estargz-140g" already present on machine and can be accessed by the pod
bench       12m         Normal    Killing                  pod/s2-probe                        Stopping container predictor
bench       11m         Warning   Failed                   pod/curl-runner-65d77865d8-8tsbk    (combined from similar events): Error: failed to create containerd container: error unpacking image: failed to extract layer (application/vnd.docker.image.rootfs.diff.tar.gzip sha256:c6a83fedfae6ed8a4f5f7cbb6a7b6f1c1ec3d86fea8cb9e5ba2e5e6673fde9f6) to stargz as "extract-771151779-2IjM sha256:78561cef0761903dd2f7d09856150a6d4fb48967a8f113f3e33d79effbf59a07": failed to get reader from content store: content digest sha256:c6a83fedfae6ed8a4f5f7cbb6a7b6f1c1ec3d86fea8cb9e5ba2e5e6673fde9f6: not found
bench       11m         Normal    Pulled                   pod/curl-runner-65d77865d8-8tsbk    Container image "curlimages/curl:8.9.1" already present on machine and can be accessed by the pod
bench       9m1s        Normal    Scheduled                pod/curltest                        Successfully assigned bench/curltest to ocibench-control-plane
bench       9m          Normal    Created                  pod/curltest                        Container created
bench       9m          Warning   Unhealthy                pod/curltest                        Readiness probe failed: Get "http://10.244.0.36:8080/healthz": dial tcp 10.244.0.36:8080: connect: connection refused
bench       9m          Normal    Pulled                   pod/curltest                        Container image "172.31.48.227:5000/custom-predictor:v4" already present on machine and can be accessed by the pod
bench       9m          Normal    Started                  pod/curltest                        Container started
bench       8m59s       Normal    Pulled                   pod/curltest                        Container image "172.31.48.227:5000/model-ballast:estargz-140g" already present on machine and can be accessed by the pod
bench       8m57s       Normal    Killing                  pod/curltest                        Stopping container predictor
bench       8m9s        Normal    Scheduled                pod/curl-runner-65d77865d8-g4wdj    Successfully assigned bench/curl-runner-65d77865d8-g4wdj to ocibench-control-plane
bench       8m9s        Normal    SuccessfulCreate         replicaset/curl-runner-65d77865d8   Created pod: curl-runner-65d77865d8-g4wdj
bench       8m9s        Warning   Failed                   pod/curl-runner-65d77865d8-g4wdj    Error: failed to create containerd container: error unpacking image: failed to extract layer (application/vnd.docker.image.rootfs.diff.tar.gzip sha256:c6a83fedfae6ed8a4f5f7cbb6a7b6f1c1ec3d86fea8cb9e5ba2e5e6673fde9f6) to stargz as "extract-505092992-jSbd sha256:78561cef0761903dd2f7d09856150a6d4fb48967a8f113f3e33d79effbf59a07": failed to get reader from content store: content digest sha256:c6a83fedfae6ed8a4f5f7cbb6a7b6f1c1ec3d86fea8cb9e5ba2e5e6673fde9f6: not found
bench       8m9s        Normal    ScalingReplicaSet        deployment/curl-runner              Scaled up replica set curl-runner-65d77865d8 from 0 to 1
bench       8m8s        Warning   Failed                   pod/curl-runner-65d77865d8-g4wdj    Error: failed to create containerd container: error unpacking image: failed to extract layer (application/vnd.docker.image.rootfs.diff.tar.gzip sha256:c6a83fedfae6ed8a4f5f7cbb6a7b6f1c1ec3d86fea8cb9e5ba2e5e6673fde9f6) to stargz as "extract-95300065-KBfi sha256:78561cef0761903dd2f7d09856150a6d4fb48967a8f113f3e33d79effbf59a07": failed to get reader from content store: content digest sha256:c6a83fedfae6ed8a4f5f7cbb6a7b6f1c1ec3d86fea8cb9e5ba2e5e6673fde9f6: not found
bench       7m54s       Warning   Failed                   pod/curl-runner-65d77865d8-g4wdj    Error: failed to create containerd container: error unpacking image: failed to extract layer (application/vnd.docker.image.rootfs.diff.tar.gzip sha256:c6a83fedfae6ed8a4f5f7cbb6a7b6f1c1ec3d86fea8cb9e5ba2e5e6673fde9f6) to stargz as "extract-772830957-anR2 sha256:78561cef0761903dd2f7d09856150a6d4fb48967a8f113f3e33d79effbf59a07": failed to get reader from content store: content digest sha256:c6a83fedfae6ed8a4f5f7cbb6a7b6f1c1ec3d86fea8cb9e5ba2e5e6673fde9f6: not found
bench       7m43s       Warning   Failed                   pod/curl-runner-65d77865d8-g4wdj    Error: failed to create containerd container: error unpacking image: failed to extract layer (application/vnd.docker.image.rootfs.diff.tar.gzip sha256:c6a83fedfae6ed8a4f5f7cbb6a7b6f1c1ec3d86fea8cb9e5ba2e5e6673fde9f6) to stargz as "extract-771658130-39GH sha256:78561cef0761903dd2f7d09856150a6d4fb48967a8f113f3e33d79effbf59a07": failed to get reader from content store: content digest sha256:c6a83fedfae6ed8a4f5f7cbb6a7b6f1c1ec3d86fea8cb9e5ba2e5e6673fde9f6: not found
bench       7m30s       Warning   Failed                   pod/curl-runner-65d77865d8-g4wdj    Error: failed to create containerd container: error unpacking image: failed to extract layer (application/vnd.docker.image.rootfs.diff.tar.gzip sha256:c6a83fedfae6ed8a4f5f7cbb6a7b6f1c1ec3d86fea8cb9e5ba2e5e6673fde9f6) to stargz as "extract-772600191-O03I sha256:78561cef0761903dd2f7d09856150a6d4fb48967a8f113f3e33d79effbf59a07": failed to get reader from content store: content digest sha256:c6a83fedfae6ed8a4f5f7cbb6a7b6f1c1ec3d86fea8cb9e5ba2e5e6673fde9f6: not found
bench       7m16s       Warning   Failed                   pod/curl-runner-65d77865d8-g4wdj    Error: failed to create containerd container: error unpacking image: failed to extract layer (application/vnd.docker.image.rootfs.diff.tar.gzip sha256:c6a83fedfae6ed8a4f5f7cbb6a7b6f1c1ec3d86fea8cb9e5ba2e5e6673fde9f6) to stargz as "extract-785736670-cV62 sha256:78561cef0761903dd2f7d09856150a6d4fb48967a8f113f3e33d79effbf59a07": failed to get reader from content store: content digest sha256:c6a83fedfae6ed8a4f5f7cbb6a7b6f1c1ec3d86fea8cb9e5ba2e5e6673fde9f6: not found
bench       7m4s        Warning   Failed                   pod/curl-runner-65d77865d8-g4wdj    Error: failed to create containerd container: error unpacking image: failed to extract layer (application/vnd.docker.image.rootfs.diff.tar.gzip sha256:c6a83fedfae6ed8a4f5f7cbb6a7b6f1c1ec3d86fea8cb9e5ba2e5e6673fde9f6) to stargz as "extract-770895893-eu1G sha256:78561cef0761903dd2f7d09856150a6d4fb48967a8f113f3e33d79effbf59a07": failed to get reader from content store: content digest sha256:c6a83fedfae6ed8a4f5f7cbb6a7b6f1c1ec3d86fea8cb9e5ba2e5e6673fde9f6: not found
bench       6m51s       Warning   Failed                   pod/curl-runner-65d77865d8-g4wdj    Error: failed to create containerd container: error unpacking image: failed to extract layer (application/vnd.docker.image.rootfs.diff.tar.gzip sha256:c6a83fedfae6ed8a4f5f7cbb6a7b6f1c1ec3d86fea8cb9e5ba2e5e6673fde9f6) to stargz as "extract-774547770-jJY1 sha256:78561cef0761903dd2f7d09856150a6d4fb48967a8f113f3e33d79effbf59a07": failed to get reader from content store: content digest sha256:c6a83fedfae6ed8a4f5f7cbb6a7b6f1c1ec3d86fea8cb9e5ba2e5e6673fde9f6: not found
bench       6m37s       Warning   Failed                   pod/curl-runner-65d77865d8-g4wdj    Error: failed to create containerd container: error unpacking image: failed to extract layer (application/vnd.docker.image.rootfs.diff.tar.gzip sha256:c6a83fedfae6ed8a4f5f7cbb6a7b6f1c1ec3d86fea8cb9e5ba2e5e6673fde9f6) to stargz as "extract-771541487-9Lri sha256:78561cef0761903dd2f7d09856150a6d4fb48967a8f113f3e33d79effbf59a07": failed to get reader from content store: content digest sha256:c6a83fedfae6ed8a4f5f7cbb6a7b6f1c1ec3d86fea8cb9e5ba2e5e6673fde9f6: not found
bench       2m58s       Normal    Pulled                   pod/curl-runner-65d77865d8-g4wdj    Container image "curlimages/curl:8.9.1" already present on machine and can be accessed by the pod
bench       2m58s       Warning   Failed                   pod/curl-runner-65d77865d8-g4wdj    (combined from similar events): Error: failed to create containerd container: error unpacking image: failed to prepare extraction snapshot "extract-771124745-f16V sha256:78561cef0761903dd2f7d09856150a6d4fb48967a8f113f3e33d79effbf59a07": connection error: desc = "transport: Error while dialing: dial unix /run/containerd-stargz-grpc/containerd-stargz-grpc.sock: connect: connection refused"
bench       2m28s       Normal    Scheduled                pod/s2b-probe                       Successfully assigned bench/s2b-probe to ocibench-control-plane
bench       2m27s       Normal    Pulled                   pod/s2b-probe                       Container image "172.31.48.227:5000/custom-predictor:v4" already present on machine and can be accessed by the pod
bench       2m27s       Normal    Created                  pod/s2b-probe                       Container created
bench       2m27s       Normal    Started                  pod/s2b-probe                       Container started
bench       2m27s       Warning   Unhealthy                pod/s2b-probe                       Readiness probe failed: Get "http://10.244.0.38:8080/healthz": dial tcp 10.244.0.38:8080: connect: connection refused
bench       63s         Normal    Pulled                   pod/s2b-probe                       Container image "172.31.48.227:5000/model-ballast:estargz-140g" already present on machine and can be accessed by the pod
bench       58s         Normal    Killing                  pod/s2b-probe                       Stopping container predictor
