ts_epoch,iso,tx_bytes,rx_bytes,loadavg1
1789283152.130150583,2026-09-13T07:05:52.131Z,713954269562,1187113714,2.38
1789283157.140257573,2026-09-13T07:05:57.141Z,718729020920,1191661692,2.35
1789283162.151480641,2026-09-13T07:06:02.152Z,721453043788,1194246826,2.16
1789283167.159512560,2026-09-13T07:06:07.160Z,721453049879,1194251119,1.99
1789283172.167911431,2026-09-13T07:06:12.169Z,723245210947,1196138984,1.91
1789283177.177282541,2026-09-13T07:06:17.178Z,725176063553,1198183697,1.76
1789283182.186603135,2026-09-13T07:06:22.187Z,727109485586,1200270830,1.70
1789283187.196088258,2026-09-13T07:06:27.197Z,729120721181,1202395959,1.64
1789283192.204635079,2026-09-13T07:06:32.205Z,731015596570,1204391878,1.75
1789283197.214291972,2026-09-13T07:06:37.215Z,732976142628,1206448213,1.69
1789283202.223458367,2026-09-13T07:06:42.225Z,734942058061,1208486380,1.55
1789283207.233206799,2026-09-13T07:06:47.234Z,736849882579,1210572316,1.51
1789283212.242313200,2026-09-13T07:06:52.243Z,738798160700,1212662686,1.55
1789283217.251365540,2026-09-13T07:06:57.252Z,740717122919,1214723941,1.42
1789283222.260101171,2026-09-13T07:07:02.261Z,742572362949,1216715453,1.39
1789283227.268999583,2026-09-13T07:07:07.270Z,744432391553,1218676843,1.92
1789283232.278046655,2026-09-13T07:07:12.279Z,746316246866,1220699539,1.85
1789283237.286571040,2026-09-13T07:07:17.287Z,748230087636,1222685971,1.78
1789283242.295686390,2026-09-13T07:07:22.296Z,750145676814,1224739732,1.72
1789283247.303803241,2026-09-13T07:07:27.304Z,751980893172,1226682647,1.74
1789283252.313195039,2026-09-13T07:07:32.314Z,753838732985,1228737295,1.76
1789283257.321279771,2026-09-13T07:07:37.322Z,755683298453,1230745207,1.62
1789283262.330016727,2026-09-13T07:07:42.331Z,757551455944,1232708603,1.81
1789283267.338384799,2026-09-13T07:07:47.339Z,759416346650,1234741671,1.66
1789283272.346452326,2026-09-13T07:07:52.347Z,761279570853,1236788626,1.77
1789283277.354646683,2026-09-13T07:07:57.355Z,763082112369,1238668226,1.87
1789283282.363688276,2026-09-13T07:08:02.364Z,764988085913,1240655868,1.96
1789283287.373394501,2026-09-13T07:08:07.374Z,766787021513,1242534136,2.04
1789283292.383303767,2026-09-13T07:08:12.384Z,768717438241,1244582753,1.96
1789283297.392275336,2026-09-13T07:08:17.393Z,770624740952,1246570069,1.80
1789283302.401741342,2026-09-13T07:08:22.402Z,772462177118,1248496851,1.74
1789283307.410798420,2026-09-13T07:08:27.412Z,774354935149,1250488245,1.60
1789283312.420793888,2026-09-13T07:08:32.421Z,776232116583,1252505829,1.55
1789283317.429434091,2026-09-13T07:08:37.430Z,778016681867,1254439646,1.43
1789283322.438767068,2026-09-13T07:08:42.440Z,779786846012,1256369320,1.55
1789283327.448682822,2026-09-13T07:08:47.449Z,781579663328,1258254445,1.43
1789283332.457927349,2026-09-13T07:08:52.459Z,783383685387,1260109366,1.31
1789283337.466966119,2026-09-13T07:08:57.468Z,785162015930,1261953206,1.37
1789283342.475549712,2026-09-13T07:09:02.476Z,787014993939,1263855864,1.26
1789283347.484369897,2026-09-13T07:09:07.485Z,788947987890,1265921310,1.40
1789283352.492779847,2026-09-13T07:09:12.493Z,790815767450,1267885473,1.29
1789283357.502469020,2026-09-13T07:09:17.503Z,792607978384,1269852626,1.42
1789283362.512034100,2026-09-13T07:09:22.513Z,794427866646,1271765905,1.39
1789283367.520276565,2026-09-13T07:09:27.521Z,796201537252,1273615380,1.28
1789283372.529279635,2026-09-13T07:09:32.530Z,797997323858,1275583107,1.18
1789283377.537678451,2026-09-13T07:09:37.538Z,799835948404,1277512531,1.08
1789283382.547376466,2026-09-13T07:09:42.548Z,801860475655,1279612824,0.99
1789283387.555793214,2026-09-13T07:09:47.556Z,803651009401,1281518007,0.91
1789283392.563725842,2026-09-13T07:09:52.564Z,805495198171,1283453372,0.84
1789283397.571720094,2026-09-13T07:09:57.572Z,807281440812,1285313956,0.77
1789283402.579670677,2026-09-13T07:10:02.580Z,809043480304,1287136949,0.87
1789283407.588845927,2026-09-13T07:10:07.589Z,810918653417,1289090879,1.20
1789283412.597081497,2026-09-13T07:10:12.598Z,812797323929,1291052072,1.11
1789283417.607934841,2026-09-13T07:10:17.609Z,814599909359,1292995052,1.02
1789283422.616846117,2026-09-13T07:10:22.617Z,816498504001,1294985703,0.94
1789283427.625231477,2026-09-13T07:10:27.626Z,818371032562,1297017286,1.02
1789283432.633922831,2026-09-13T07:10:32.634Z,820198946954,1298930012,0.94
1789283437.642053525,2026-09-13T07:10:37.643Z,822054620693,1300893845,1.10
1789283442.650527467,2026-09-13T07:10:42.651Z,823880333974,1302891304,1.02
1789283447.659549485,2026-09-13T07:10:47.660Z,825582006967,1304727581,1.17
1789283452.669077436,2026-09-13T07:10:52.670Z,827343803143,1306656171,1.08
1789283457.680442280,2026-09-13T07:10:57.681Z,829100929228,1308503604,1.07
1789283462.691646067,2026-09-13T07:11:02.693Z,830912382801,1310433920,1.23
1789283467.701905494,2026-09-13T07:11:07.703Z,832742863361,1312363430,1.37
1789283472.711512401,2026-09-13T07:11:12.712Z,834524328939,1314275631,1.42
1789283477.721059906,2026-09-13T07:11:17.722Z,836331869531,1316267454,1.39
1789283482.730656337,2026-09-13T07:11:22.732Z,838126412215,1318150965,1.44
1789283487.741814679,2026-09-13T07:11:27.743Z,839874222599,1320063543,1.80
1789283492.751409994,2026-09-13T07:11:32.752Z,841678274822,1321903309,1.66
1789283497.760387528,2026-09-13T07:11:37.761Z,843432572244,1323760229,1.68
1789283502.770477832,2026-09-13T07:11:42.771Z,845404200168,1325816496,1.55
1789283507.779074415,2026-09-13T07:11:47.780Z,847208985349,1327751723,1.43
1789283512.787860750,2026-09-13T07:11:52.788Z,848968002036,1329697231,1.71
1789283517.796438905,2026-09-13T07:11:57.797Z,850763420416,1331613492,1.90
1789283522.806053125,2026-09-13T07:12:02.807Z,852638075529,1333655715,1.74
1789283527.815103577,2026-09-13T07:12:07.816Z,854492648876,1335635368,1.68
1789283532.824624359,2026-09-13T07:12:12.826Z,856259184525,1337528098,1.87
1789283537.834813988,2026-09-13T07:12:17.836Z,858061486935,1339419789,1.72
1789283542.845271955,2026-09-13T07:12:22.846Z,859867933460,1341357755,1.66
1789283547.854967237,2026-09-13T07:12:27.856Z,861663900047,1343244266,1.53
1789283552.864288278,2026-09-13T07:12:32.865Z,863399182479,1345130135,1.41
1789283557.873483513,2026-09-13T07:12:37.874Z,865198407667,1347172805,1.53
1789283562.884056938,2026-09-13T07:12:42.885Z,866993320045,1349078437,1.41
1789283567.892410221,2026-09-13T07:12:47.893Z,868672550790,1350916920,1.46
1789283572.902033533,2026-09-13T07:12:52.903Z,870459854300,1352791535,1.34
1789283577.910473055,2026-09-13T07:12:57.911Z,872251401619,1354688666,1.39
1789283582.919563000,2026-09-13T07:13:02.920Z,873987531800,1356524663,1.28
1789283587.929622825,2026-09-13T07:13:07.930Z,875818643464,1358483321,1.34
1789283592.939574429,2026-09-13T07:13:12.941Z,877678754729,1360443557,1.31
1789283597.950758393,2026-09-13T07:13:17.952Z,879499484785,1362392139,1.21
1789283602.961457370,2026-09-13T07:13:22.962Z,881298131863,1364292783,1.19
1789283607.971135971,2026-09-13T07:13:27.972Z,883135134104,1366304164,1.17
