LAST SEEN   TYPE      REASON             OBJECT                              MESSAGE
58m         Normal    Pulled             pod/v2-ours-0-1                     Container image "172.31.57.168:5000/model-ballast:estargz-140g" already present on machine and can be accessed by the pod
58m         Warning   Evicted            pod/v2-ours-0-1                     The node was low on resource: ephemeral-storage. Threshold quantity: 9782837803, available: 8266296Ki. Container predictor was using 2284Ki, request is 0, has larger consumption of ephemeral-storage.
58m         Normal    Killing            pod/v2-ours-0-1                     Stopping container predictor
57m         Warning   FailedScheduling   pod/v2-vanilla-90-1                 0/1 nodes are available: 1 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/1 nodes are available: 1 Preemption is not helpful for scheduling.
57m         Normal    Pulling            pod/v2-vanilla-90-1                 Pulling image "172.31.57.168:5000/model-ballast:estargz-140g"
57m         Warning   Evicted            pod/curl-runner-65d77865d8-qc75r    The node was low on resource: ephemeral-storage. Threshold quantity: 9782837803, available: 4384788Ki.
57m         Normal    Killing            pod/curl-runner-65d77865d8-qc75r    Stopping container curl
57m         Normal    Scheduled          pod/v2-vanilla-90-1                 Successfully assigned bench/v2-vanilla-90-1 to ocibench-control-plane
57m         Warning   Evicted            pod/curl-runner-65d77865d8-qzbvs    The node had condition: [DiskPressure].
57m         Normal    Scheduled          pod/curl-runner-65d77865d8-nlc4d    Successfully assigned bench/curl-runner-65d77865d8-nlc4d to ocibench-control-plane
57m         Normal    Scheduled          pod/curl-runner-65d77865d8-r24rl    Successfully assigned bench/curl-runner-65d77865d8-r24rl to ocibench-control-plane
57m         Warning   Evicted            pod/curl-runner-65d77865d8-r24rl    The node had condition: [DiskPressure].
57m         Normal    Scheduled          pod/curl-runner-65d77865d8-qzbvs    Successfully assigned bench/curl-runner-65d77865d8-qzbvs to ocibench-control-plane
57m         Normal    Scheduled          pod/curl-runner-65d77865d8-lc7qb    Successfully assigned bench/curl-runner-65d77865d8-lc7qb to ocibench-control-plane
57m         Normal    Scheduled          pod/curl-runner-65d77865d8-r69jw    Successfully assigned bench/curl-runner-65d77865d8-r69jw to ocibench-control-plane
57m         Warning   Evicted            pod/curl-runner-65d77865d8-r69jw    The node had condition: [DiskPressure].
57m         Normal    Scheduled          pod/curl-runner-65d77865d8-sxftl    Successfully assigned bench/curl-runner-65d77865d8-sxftl to ocibench-control-plane
57m         Warning   Evicted            pod/curl-runner-65d77865d8-sxftl    The node had condition: [DiskPressure].
57m         Warning   Evicted            pod/curl-runner-65d77865d8-5fh4c    The node had condition: [DiskPressure].
57m         Normal    Scheduled          pod/curl-runner-65d77865d8-5fh4c    Successfully assigned bench/curl-runner-65d77865d8-5fh4c to ocibench-control-plane
57m         Warning   Evicted            pod/curl-runner-65d77865d8-lc7qb    The node had condition: [DiskPressure].
57m         Normal    SuccessfulCreate   replicaset/curl-runner-65d77865d8   Created pod: curl-runner-65d77865d8-nlc4d
57m         Normal    Scheduled          pod/curl-runner-65d77865d8-5jx5x    Successfully assigned bench/curl-runner-65d77865d8-5jx5x to ocibench-control-plane
57m         Warning   Evicted            pod/curl-runner-65d77865d8-5jx5x    The node had condition: [DiskPressure].
57m         Warning   Evicted            pod/curl-runner-65d77865d8-nlc4d    The node had condition: [DiskPressure].
57m         Warning   Evicted            pod/curl-runner-65d77865d8-fh44p    The node had condition: [DiskPressure].
57m         Normal    Scheduled          pod/curl-runner-65d77865d8-fh44p    Successfully assigned bench/curl-runner-65d77865d8-fh44p to ocibench-control-plane
57m         Normal    SuccessfulCreate   replicaset/curl-runner-65d77865d8   Created pod: curl-runner-65d77865d8-fh44p
57m         Normal    SuccessfulCreate   replicaset/curl-runner-65d77865d8   Created pod: curl-runner-65d77865d8-5fh4c
57m         Normal    SuccessfulCreate   replicaset/curl-runner-65d77865d8   Created pod: curl-runner-65d77865d8-lc7qb
57m         Normal    SuccessfulCreate   replicaset/curl-runner-65d77865d8   Created pod: curl-runner-65d77865d8-r24rl
57m         Normal    SuccessfulCreate   replicaset/curl-runner-65d77865d8   Created pod: curl-runner-65d77865d8-r69jw
57m         Normal    SuccessfulCreate   replicaset/curl-runner-65d77865d8   Created pod: curl-runner-65d77865d8-sxftl
57m         Normal    SuccessfulCreate   replicaset/curl-runner-65d77865d8   Created pod: curl-runner-65d77865d8-5jx5x
57m         Normal    SuccessfulCreate   replicaset/curl-runner-65d77865d8   Created pod: curl-runner-65d77865d8-qzbvs
57m         Warning   Evicted            pod/curl-runner-65d77865d8-bspf8    The node had condition: [DiskPressure].
57m         Normal    Scheduled          pod/curl-runner-65d77865d8-27fpm    Successfully assigned bench/curl-runner-65d77865d8-27fpm to ocibench-control-plane
57m         Warning   Evicted            pod/curl-runner-65d77865d8-27fpm    The node had condition: [DiskPressure].
