ts,iso,metric_bytes,metric_http,metric_fs,du_http,du_fs,du_total,df_used,budget,occ_ratio,evictions,evicted_bytes,writes_skipped,fetch_errors,dropped,pinned,rebuilding
1789071569,2026-09-10T20:19:29Z,457129357,2.72356753e+08,1.84772604e+08,495289521,272852988,768142509,50488393728,8e+10,0.0057141169625,0,0,0,0,0,0,0
1789071579,2026-09-10T20:19:39Z,3582477533,1.850006753e+09,1.73247078e+09,2032506753,1925408764,3957915517,53551407104,8e+10,0.0447809691625,0,0,0,2,0,0,0
1789071590,2026-09-10T20:19:50Z,6418452285,3.268306753e+09,3.150145532e+09,3575506753,3475204092,7050710845,56784523264,8e+10,0.0802306535625,0,0,0,2,0,0,0
1789071601,2026-09-10T20:20:01Z,9855566925,4.985756753e+09,4.869810172e+09,5186806753,5079525372,10266332125,60126502912,8e+10,0.1231945865625,0,0,0,2,0,1,0
1789071612,2026-09-10T20:20:12Z,13138839789,6.629056753e+09,6.509783036e+09,6774006753,6660777980,13434784733,63429312512,8e+10,0.1642354973625,0,0,0,2,0,0,0
1789071623,2026-09-10T20:20:23Z,16033324669,8.076506753e+09,7.956817916e+09,8337156753,8237836284,16574993037,66731208704,8e+10,0.2004165583625,0,0,0,2,0,1,0
1789071635,2026-09-10T20:20:35Z,19463295005,9.791006753e+09,9.672288252e+09,9912806753,9840060412,19752867165,70060519424,8e+10,0.2432911875625,0,0,0,2,0,0,0
1789071646,2026-09-10T20:20:46Z,22720234957,1.1420556753e+10,1.1299678204e+10,11561806753,11484227580,23046034333,73501749248,8e+10,0.2840029369625,0,0,0,2,0,1,0
1789071658,2026-09-10T20:20:58Z,26043279341,1.3082656753e+10,1.2960622588e+10,13229506753,13157754876,26387261629,76994854912,8e+10,0.3255409917625,0,0,0,2,0,0,0
1789071670,2026-09-10T20:21:10Z,28903887005,1.4513006753e+10,1.4390880252e+10,14923856753,14824990716,29748847469,80472616960,8e+10,0.3612985875625,0,0,0,2,0,0,0
1789071682,2026-09-10T20:21:22Z,32662635197,1.6392706753e+10,1.6269928444e+10,16534156753,16475449340,33009606093,83922534400,8e+10,0.4082829399625,0,0,0,2,0,0,0
1789071694,2026-09-10T20:21:34Z,35901436541,1.8012506753e+10,1.7888929788e+10,18317656753,18203502588,36521159341,87531986944,8e+10,0.4487679567625,0,0,0,2,0,0,0
1789071706,2026-09-10T20:21:46Z,39408155613,1.9766006753e+10,1.964214886e+10,20028756753,19969304572,39998061325,91252449280,8e+10,0.4926019451625,0,0,0,2,0,1,0
1789071720,2026-09-10T20:22:00Z,42143748717,2.1134256753e+10,2.1009491964e+10,21509806753,21416339452,42926146205,94213730304,8e+10,0.5267968589625,0,0,0,2,0,1,0
1789071733,2026-09-10T20:22:13Z,45290012717,2.2707656753e+10,2.2582355964e+10,22905156753,22871762940,45776919693,97170292736,8e+10,0.5661251589625,0,0,0,2,0,0,0
1789071746,2026-09-10T20:22:26Z,46405845424,2.320715e+10,2.3198695424e+10,23314850000,23374856192,46689706192,97565003776,8e+10,0.5800730678,20480,1909711037,6,2,0,0,0
1789071759,2026-09-10T20:22:39Z,46425401120,2.32309e+10,2.319450112e+10,23294932768,23207084032,46502016800,97499688960,8e+10,0.580317514,45056,4365225021,9,2,0,1,0
1789071772,2026-09-10T20:22:52Z,46136040352,2.31177e+10,2.3018340352e+10,23357650000,23314038784,46671688784,97684627456,8e+10,0.5767005044,73727,7257570029,11,2,0,0,0
1789071785,2026-09-10T20:23:05Z,46219804912,2.313855e+10,2.3081254912e+10,23297300000,23135780864,46433080864,97811283968,8e+10,0.5777475614,98303,9646775149,12,2,0,1,0
1789071798,2026-09-10T20:23:18Z,46368163776,2.32198e+10,2.3148363776e+10,23413750000,23349690368,46763440368,97726894080,8e+10,0.5796020472,126975,12489438509,14,2,0,0,0
1789071811,2026-09-10T20:23:31Z,46225227696,2.316075e+10,2.3064477696e+10,23268150000,23274192896,46542342896,97631375360,8e+10,0.5778153462,155647,15348679085,14,2,0,0,0
