ts_epoch,iso,tx_bytes,rx_bytes,loadavg1
1789285363.698306593,2026-09-13T07:42:43.699Z,1502788763064,2023703848,1.33
1789285368.707892597,2026-09-13T07:42:48.708Z,1504609422963,2025581822,1.22
1789285373.717021689,2026-09-13T07:42:53.718Z,1506405624748,2027439431,1.29
1789285378.726622419,2026-09-13T07:42:58.728Z,1508231012681,2029354211,1.26
1789285383.736052229,2026-09-13T07:43:03.737Z,1510061620545,2031235920,1.24
1789285388.745469646,2026-09-13T07:43:08.746Z,1511903807445,2033170929,1.22
1789285393.754345136,2026-09-13T07:43:13.755Z,1513755303312,2035095946,1.28
1789285398.764553079,2026-09-13T07:43:18.765Z,1515613044204,2037060321,1.26
1789285403.773244515,2026-09-13T07:43:23.774Z,1517408453065,2038861337,1.40
1789285408.782252340,2026-09-13T07:43:28.783Z,1519245341431,2040774624,1.45
1789285413.791689401,2026-09-13T07:43:33.792Z,1521049435905,2042731356,1.57
1789285418.801267068,2026-09-13T07:43:38.802Z,1522862954239,2044630033,1.61
1789285423.810909165,2026-09-13T07:43:43.811Z,1524718942783,2046578901,1.64
1789285428.820755205,2026-09-13T07:43:48.822Z,1526550898271,2048479798,1.51
1789285433.829562450,2026-09-13T07:43:53.830Z,1528411391374,2050462436,1.39
1789285438.838355067,2026-09-13T07:43:58.839Z,1530243906276,2052385132,1.28
1789285443.847037884,2026-09-13T07:44:03.848Z,1532066967128,2054273358,1.33
1789285448.855860751,2026-09-13T07:44:08.856Z,1533900427980,2056187347,1.23
1789285453.864568776,2026-09-13T07:44:13.865Z,1535700120058,2058060228,1.13
1789285458.873340776,2026-09-13T07:44:18.874Z,1537492101548,2059956883,1.12
1789285463.882433043,2026-09-13T07:44:23.883Z,1539346846796,2061967263,1.19
1789285468.892473630,2026-09-13T07:44:28.893Z,1541188427660,2063934401,1.09
1789285473.901575901,2026-09-13T07:44:33.902Z,1543045997063,2065862680,1.17
1789285478.909978657,2026-09-13T07:44:38.911Z,1544918536482,2067854307,1.07
1789285483.918523679,2026-09-13T07:44:43.919Z,1546764048722,2069803955,0.99
1789285488.928076006,2026-09-13T07:44:48.929Z,1548567990103,2071684315,0.91
1789285493.936872116,2026-09-13T07:44:53.938Z,1550388214772,2073621114,0.91
1789285498.946638717,2026-09-13T07:44:58.947Z,1552229810092,2075540437,0.92
1789285503.955436374,2026-09-13T07:45:03.956Z,1554066505527,2077447475,1.01
1789285508.964627218,2026-09-13T07:45:08.965Z,1555917639153,2079409346,1.09
1789285513.973603126,2026-09-13T07:45:13.974Z,1557746554917,2081295146,1.32
1789285518.982300396,2026-09-13T07:45:18.983Z,1559593241111,2083297772,1.22
1789285523.991612933,2026-09-13T07:45:23.992Z,1561439995965,2085273142,1.12
1789285529.000043985,2026-09-13T07:45:29.001Z,1563257411680,2087184095,1.27
1789285534.008436187,2026-09-13T07:45:34.009Z,1565130601009,2089177579,1.81
1789285539.017026526,2026-09-13T07:45:39.018Z,1567040003480,2091231346,1.66
1789285544.025858072,2026-09-13T07:45:44.027Z,1568908410671,2093112565,1.53
1789285549.033902453,2026-09-13T07:45:49.035Z,1570768451003,2095027212,1.41
1789285554.042777794,2026-09-13T07:45:54.043Z,1572619280703,2096947458,1.53
1789285559.052097041,2026-09-13T07:45:59.053Z,1574472944086,2098892337,1.57
1789285564.060618424,2026-09-13T07:46:04.061Z,1576363827198,2100927239,1.45
1789285569.069393282,2026-09-13T07:46:09.070Z,1578242478277,2102905808,1.33
1789285574.078477524,2026-09-13T07:46:14.079Z,1580140936846,2104938877,1.38
1789285579.086757707,2026-09-13T07:46:19.088Z,1582039213238,2106937034,1.43
1789285584.095753812,2026-09-13T07:46:24.096Z,1583942953815,2108974071,1.32
1789285589.104655343,2026-09-13T07:46:29.105Z,1585837985310,2110987423,1.21
1789285594.113499720,2026-09-13T07:46:34.114Z,1587753651445,2113058749,1.12
1789285599.122422047,2026-09-13T07:46:39.123Z,1589614706212,2115087412,1.11
1789285604.131661305,2026-09-13T07:46:44.132Z,1591509540077,2117086431,1.10
1789285609.140765835,2026-09-13T07:46:49.141Z,1593382073811,2119078073,1.01
1789285614.149378096,2026-09-13T07:46:54.150Z,1595261388721,2121072745,1.09
1789285619.157955131,2026-09-13T07:46:59.159Z,1597065456152,2123043628,1.00
1789285624.166148753,2026-09-13T07:47:04.167Z,1598643326913,2124761961,1.00
1789285629.174482911,2026-09-13T07:47:09.175Z,1600549984041,2126832401,1.16
1789285634.183482601,2026-09-13T07:47:14.184Z,1602425400893,2128786528,1.15
