pct_target,rep,pct_actual_before_read,first_eio_log_line,eio_count_total,corrupted_files,total_files,read_rc,read_elapsed_s
0,1,1,n/a,0
0,n/a,n/a,1,300.559
0,2,1,n/a,0
0,n/a,n/a,1,300.327
25,1,27,n/a,0
0,n/a,n/a,1,300.746
25,2,27,n/a,0
0,n/a,n/a,1,300.556
50,1,53,n/a,0
0,n/a,n/a,1,300.692
50,2,53,n/a,0
0,n/a,n/a,1,300.824
75,1,80,n/a,0
0,n/a,n/a,1,300.552
75,2,80,n/a,0
0,n/a,n/a,1,300.793
90,1,95,n/a,0
0,n/a,n/a,1,300.680
90,2,95,n/a,0
0,n/a,n/a,1,300.808
