t_s,ready,restarts,health_code,predict_code,predict_latency_s,predict_correct,eio_count_cumulative,cache_used_kb,httpcache_kb,fscache_kb,node_ready,node_diskpressure
0.002,False,0,n/a,n/a,n/a,n/a,0
0,52198388,17923332,16790264,True,False
6.802,True,0,200,200,2.056,STRUCTURALLY_OK,0
0,199519448,18154660,16999348,True,False
15.595,True,0,200,200,0.777,STRUCTURALLY_OK,0
0,202275208,19964208,18819604,True,False
23.697,True,0,200,200,0.800,STRUCTURALLY_OK,0
0,209078788,23443604,21983744,True,False
32.070,True,0,200,200,0.805,STRUCTURALLY_OK,0
0,215722308,26936336,25368436,True,False
40.669,True,0,200,200,0.784,STRUCTURALLY_OK,0
0,222507288,30429344,28556128,True,False
49.592,True,0,200,200,0.848,STRUCTURALLY_OK,0
0,229636868,34164216,32185932,True,False
58.937,True,0,200,200,0.823,STRUCTURALLY_OK,0
0,236848388,37993680,35805792,True,False
68.509,True,0,200,200,0.807,STRUCTURALLY_OK,0
0,244433612,41972124,39514396,True,False
78.283,True,0,200,200,0.815,STRUCTURALLY_OK,0
0,252289232,46035520,43210468,True,False
88.541,True,0,200,200,0.773,STRUCTURALLY_OK,0
0,258336744,48936868,45761496,True,False
98.567,True,0,200,200,0.689,STRUCTURALLY_OK,8,259101332,48974428,45761496,True,False
107.908,True,0,200,200,0.677,STRUCTURALLY_OK,8,259101332,48974428,45761496,True,False
117.240,True,0,200,200,0.688,STRUCTURALLY_OK,8,259101332,48974428,45761496,True,False
126.651,True,0,200,200,0.683,STRUCTURALLY_OK,8,259101400,48974496,45761496,True,False
136.035,True,0,200,200,0.676,STRUCTURALLY_OK,8,259101400,48974496,45761496,True,False
145.347,True,0,200,200,0.709,STRUCTURALLY_OK,8,259101400,48974496,45761496,True,False
154.685,True,0,200,200,0.674,STRUCTURALLY_OK,8,259101400,48974496,45761496,True,False
163.973,True,0,200,200,0.677,STRUCTURALLY_OK,8,259101400,48974496,45761496,True,False
173.292,True,0,200,200,0.679,STRUCTURALLY_OK,8,259101400,48974496,45761496,True,False
182.607,True,0,200,200,0.680,STRUCTURALLY_OK,8,259101400,48974496,45761496,True,False
191.927,True,0,200,200,0.675,STRUCTURALLY_OK,8,259101400,48974496,45761496,True,False
201.235,True,0,200,200,0.675,STRUCTURALLY_OK,8,259101400,48974496,45761496,True,False
210.542,True,0,200,200,0.676,STRUCTURALLY_OK,8,259101400,48974496,45761496,True,False
219.858,True,0,200,200,0.673,STRUCTURALLY_OK,8,259101400,48974496,45761496,True,False
229.240,True,0,200,200,0.675,STRUCTURALLY_OK,8,259101400,48974496,45761496,True,False
238.555,True,0,200,200,0.673,STRUCTURALLY_OK,8,259101400,48974496,45761496,True,False
247.871,True,0,200,200,0.684,STRUCTURALLY_OK,8,259101400,48974496,45761496,True,False
257.241,True,0,200,200,0.697,STRUCTURALLY_OK,8,259101400,48974496,45761496,True,False
266.561,True,0,200,200,0.676,STRUCTURALLY_OK,8,259101400,48974496,45761496,True,False
275.861,True,0,200,200,0.677,STRUCTURALLY_OK,8,259101400,48974496,45761496,True,False
285.204,True,0,200,200,0.678,STRUCTURALLY_OK,8,259101400,48974496,45761496,True,False
294.570,True,0,200,200,0.683,STRUCTURALLY_OK,8,259101400,48974496,45761496,True,False
