ts_epoch,iso,loop,file,bytes,ms,errno
1789255138.299426,2026-09-12T23:18:58Z,24,ballast-21.bin,536870912,714.674,
1789255139.014174,2026-09-12T23:18:59Z,24,ballast-29.bin,536870912,1003.499,
1789255140.017749,2026-09-12T23:19:00Z,24,ballast-36.bin,536870912,1887.063,
1789255141.904911,2026-09-12T23:19:01Z,25,ballast-36.bin,536870912,307.360,
1789255142.212367,2026-09-12T23:19:02Z,25,ballast-27.bin,536870912,505.308,
1789255142.717750,2026-09-12T23:19:02Z,25,ballast-17.bin,536870912,538.850,
1789255143.256668,2026-09-12T23:19:03Z,25,ballast-21.bin,536870912,535.316,
1789255143.792055,2026-09-12T23:19:03Z,25,ballast-10.bin,536870912,494.606,
1789255144.286733,2026-09-12T23:19:04Z,25,ballast-23.bin,536870912,511.625,
1789255144.798429,2026-09-12T23:19:04Z,25,ballast-22.bin,536870912,526.577,
1789255145.325079,2026-09-12T23:19:05Z,25,ballast-2.bin,536870912,509.984,
1789255145.835204,2026-09-12T23:19:05Z,25,ballast-25.bin,536870912,999.513,
1789255146.834788,2026-09-12T23:19:06Z,25,ballast-32.bin,536870912,1608.261,
1789255148.443139,2026-09-12T23:19:08Z,25,ballast-6.bin,536870912,539.523,
1789255148.982732,2026-09-12T23:19:08Z,25,ballast-15.bin,536870912,542.566,
1789255149.525423,2026-09-12T23:19:09Z,25,ballast-20.bin,536870912,509.569,
1789255150.035074,2026-09-12T23:19:10Z,25,ballast-24.bin,536870912,529.524,
1789255150.564676,2026-09-12T23:19:10Z,25,ballast-19.bin,536870912,505.195,
1789255151.069942,2026-09-12T23:19:11Z,25,ballast-14.bin,536870912,607.570,
1789255151.677582,2026-09-12T23:19:11Z,25,ballast-9.bin,536870912,520.103,
1789255152.197766,2026-09-12T23:19:12Z,25,ballast-13.bin,536870912,723.797,
1789255152.921636,2026-09-12T23:19:12Z,25,ballast-34.bin,536870912,733.789,
1789255153.655488,2026-09-12T23:19:13Z,25,ballast-29.bin,536870912,530.500,
1789255154.186060,2026-09-12T23:19:14Z,25,ballast-35.bin,536870912,567.511,
1789255154.753643,2026-09-12T23:19:14Z,25,ballast-3.bin,536870912,728.297,
1789255155.482032,2026-09-12T23:19:15Z,25,ballast-1.bin,536870912,751.602,
1789255156.233738,2026-09-12T23:19:16Z,25,ballast-18.bin,536870912,572.510,
1789255156.806367,2026-09-12T23:19:16Z,25,ballast-28.bin,536870912,1346.520,
1789255158.152958,2026-09-12T23:19:18Z,25,ballast-12.bin,536870912,636.588,
1789255158.789617,2026-09-12T23:19:18Z,25,ballast-40.bin,536870912,524.518,
1789255159.314210,2026-09-12T23:19:19Z,25,ballast-39.bin,536870912,532.053,
1789255159.846353,2026-09-12T23:19:19Z,25,ballast-30.bin,536870912,538.186,
1789255160.384606,2026-09-12T23:19:20Z,25,ballast-5.bin,536870912,525.988,
1789255160.910673,2026-09-12T23:19:20Z,25,ballast-33.bin,536870912,643.781,
1789255161.554546,2026-09-12T23:19:21Z,25,ballast-8.bin,536870912,580.568,
1789255162.135211,2026-09-12T23:19:22Z,25,ballast-4.bin,536870912,2173.238,
1789255164.308528,2026-09-12T23:19:24Z,25,ballast-11.bin,536870912,533.327,
1789255164.841925,2026-09-12T23:19:24Z,25,ballast-7.bin,536870912,506.732,
1789255165.348729,2026-09-12T23:19:25Z,25,ballast-26.bin,536870912,654.680,
1789255166.003495,2026-09-12T23:19:26Z,25,ballast-31.bin,536870912,546.481,
1789255166.550049,2026-09-12T23:19:26Z,25,ballast-38.bin,536870912,1125.193,
1789255167.675345,2026-09-12T23:19:27Z,25,ballast-37.bin,536870912,598.608,
1789255168.274029,2026-09-12T23:19:28Z,25,ballast-16.bin,536870912,504.986,
1789255168.779112,2026-09-12T23:19:28Z,26,ballast-28.bin,536870912,697.169,
1789255169.476370,2026-09-12T23:19:29Z,26,ballast-8.bin,536870912,582.233,
1789255170.058685,2026-09-12T23:19:30Z,26,ballast-13.bin,536870912,752.234,
1789255170.810989,2026-09-12T23:19:30Z,26,ballast-39.bin,536870912,538.504,
1789255171.349568,2026-09-12T23:19:31Z,26,ballast-37.bin,536870912,497.819,
1789255171.847460,2026-09-12T23:19:31Z,26,ballast-30.bin,536870912,621.629,
1789255172.469170,2026-09-12T23:19:32Z,26,ballast-23.bin,536870912,548.003,
1789255173.017244,2026-09-12T23:19:33Z,26,ballast-5.bin,536870912,873.886,
1789255173.891202,2026-09-12T23:19:33Z,26,ballast-7.bin,536870912,513.195,
1789255174.404475,2026-09-12T23:19:34Z,26,ballast-18.bin,536870912,520.953,
1789255174.925524,2026-09-12T23:19:34Z,26,ballast-6.bin,536870912,530.655,
1789255175.456260,2026-09-12T23:19:35Z,26,ballast-22.bin,536870912,1336.009,
1789255176.792362,2026-09-12T23:19:36Z,26,ballast-29.bin,536870912,763.554,
1789255177.555986,2026-09-12T23:19:37Z,26,ballast-16.bin,536870912,537.738,
1789255178.093798,2026-09-12T23:19:38Z,26,ballast-9.bin,536870912,502.116,
1789255178.595989,2026-09-12T23:19:38Z,26,ballast-19.bin,536870912,520.154,
1789255179.116221,2026-09-12T23:19:39Z,26,ballast-10.bin,536870912,549.583,
