ts,iso,metric_bytes,metric_http,metric_fs,du_http,du_fs,du_total,df_used,budget,occ_ratio,evictions,evicted_bytes,writes_skipped,fetch_errors,dropped,pinned,rebuilding,pressure,rebuilds,lock_lost,lock_retry
1789185203,2026-09-12T03:53:23Z,0,,,528754838,197355894,726110732,89338593280,0,0,0,0,0,0,0,0,0,0,0,0,0
1789185214,2026-09-12T03:53:34Z,0,,,1689104838,1522755958,3211860796,91596894208,0,0,0,0,0,0,0,0,0,0,0,0,0
1789185224,2026-09-12T03:53:44Z,0,,,2892854838,2726521206,5619376044,94097616896,0,0,0,0,0,0,0,0,0,0,0,0,0
1789185235,2026-09-12T03:53:55Z,0,,,3968704838,3812845942,7781550780,96360329216,0,0,0,0,0,0,0,0,0,0,0,0,0
1789185245,2026-09-12T03:54:05Z,0,,,4727204838,4555237750,9282442588,97811599360,0,0,0,0,0,0,0,0,0,0,0,0,0
1789185256,2026-09-12T03:54:16Z,0,,,4727204838,4555237750,9282442588,97811599360,0,0,0,0,0,0,0,0,0,0,0,0,0
