ts,iso,metric_bytes,metric_http,metric_fs,du_http,du_fs,du_total,df_used,budget,occ_ratio,evictions,evicted_bytes,writes_skipped,fetch_errors,dropped,pinned,rebuilding,pressure,rebuilds,lock_lost,lock_retry
1789284542,2026-09-13T07:29:02Z,2369918530,1.291759174e+09,1.078159356e+09,1291759174,1078159356,2369918530,90671329280,8e+10,0.029623981625,0,0,0,2,0,0,0,2.36991853e+09,1,0,0
1789284553,2026-09-13T07:29:13Z,7632345874,3.886609174e+09,3.7457367e+09,4307459174,4228671484,8536130658,97241382912,8e+10,0.095404323425,0,0,0,2,0,2,0,7.632345874e+09,1,0,0
1789284564,2026-09-13T07:29:24Z,9027373632,4.5898e+09,4.437573632e+09,4589800000,4437573632,9027373632,97568411648,8e+10,0.1128421704,8192,943047618,3118,2,0,0,0,9.027373632e+09,1,0,0
1789284575,2026-09-13T07:29:35Z,9027373632,4.5898e+09,4.437573632e+09,4589800000,4437573632,9027373632,97568411648,8e+10,0.1128421704,8192,943047618,3118,2,0,0,0,9.027373632e+09,1,0,0
1789284586,2026-09-13T07:29:46Z,8822573632,4.385e+09,4.437573632e+09,4556500000,4634705920,9191205920,97673203712,8e+10,0.1102821704,12288,1147847618,3118,2,0,0,0,8.822573632e+09,1,0,0
1789284596,2026-09-13T07:29:56Z,8888125536,4.3415e+09,4.546625536e+09,4339350000,4441767936,8781117936,97433133056,8e+10,0.1111015692,36825,3448072354,3185,2,0,1,0,8.888125536e+09,1,0,0
1789284607,2026-09-13T07:30:07Z,8635703376,4.25685e+09,4.378853376e+09,4423000000,4693426176,9116426176,97691557888,8e+10,0.1079462922,61401,5957462290,3200,2,0,0,0,8.635703376e+09,1,0,0
1789284618,2026-09-13T07:30:18Z,8897113520,4.15755e+09,4.73956352e+09,4201600000,4806672384,9008272384,97688252416,8e+10,0.111213919,94169,8743834498,3224,2,0,0,0,8.89711352e+09,1,0,0
1789284629,2026-09-13T07:30:29Z,8640407168,4.3748e+09,4.265607168e+09,4576300000,4475322368,9051622368,97729183744,8e+10,0.1080050896,114649,11442133314,3227,2,0,0,0,8.640407168e+09,1,0,0
1789284640,2026-09-13T07:30:40Z,8777203376,4.39835e+09,4.378853376e+09,4486800000,4487905280,8974705280,97664811008,8e+10,0.1097150422,143321,14189477682,3231,2,0,0,0,8.777203376e+09,1,0,0
1789284651,2026-09-13T07:30:51Z,8747077424,4.42275e+09,4.324327424e+09,4626300000,4525654016,9151954016,97719414784,8e+10,0.1093384678,167897,16694723314,3235,2,0,1,0,8.747077424e+09,1,0,0
1789284662,2026-09-13T07:31:02Z,8850246416,4.42945e+09,4.420796416e+09,4532750000,4534042624,9066792624,97731268608,8e+10,0.1106280802,196569,19437923378,3235,2,0,1,0,8.850246416e+09,1,0,0
1789284673,2026-09-13T07:31:13Z,8439421088,4.2577e+09,4.181721088e+09,4466500000,4391436288,8857936288,97530134528,8e+10,0.1054927636,225241,22338606994,3237,2,0,1,0,8.439421088e+09,1,0,0
1789284683,2026-09-13T07:31:23Z,8435993872,4.27105e+09,4.164943872e+09,4595832768,4494196736,9090029504,97770754048,8e+10,0.1054499234,249817,24794120978,3240,2,0,0,0,8.435993872e+09,1,0,0
1789284694,2026-09-13T07:31:34Z,9018400848,4.56405e+09,4.454350848e+09,4470950000,4466933760,8937883760,97628917760,8e+10,0.1127300106,274393,27224769138,3247,2,0,1,0,9.018400848e+09,1,0,0
1789284705,2026-09-13T07:31:45Z,8495958432,4.2681e+09,4.227858432e+09,4579400000,4559208448,9138608448,97542594560,8e+10,0.1061994804,303065,29992835026,3249,2,0,1,0,8.495958432e+09,1,0,0
1789284716,2026-09-13T07:31:56Z,8405972352,4.262e+09,4.143972352e+09,4480200000,4387241984,8867441984,97558794240,8e+10,0.1050746544,331737,32897662946,3252,2,0,1,0,8.405972352e+09,1,0,0
1789284727,2026-09-13T07:32:07Z,8408366656,4.2602e+09,4.148166656e+09,4604250000,4494196736,9098446736,97769725952,8e+10,0.1051045832,356313,35324166802,3254,2,0,0,0,8.408366656e+09,1,0,0
1789284738,2026-09-13T07:32:18Z,8988579328,4.5552e+09,4.433379328e+09,4555600000,4454350848,9009950848,97624993792,8e+10,0.1123572416,380889,37758959266,3257,2,0,1,0,8.988579328e+09,1,0,0
1789284749,2026-09-13T07:32:29Z,8843313504,4.4351e+09,4.408213504e+09,4567650000,4555014144,9122664144,97789640704,8e+10,0.1105414188,409561,40498015026,3261,2,0,0,0,8.843313504e+09,1,0,0
1789284760,2026-09-13T07:32:40Z,8753526160,4.39145e+09,4.36207616e+09,4437850000,4383047680,8820897680,97518305280,8e+10,0.109419077,434136,42928613186,3266,2,0,1,0,8.75352616e+09,1,0,0
1789284771,2026-09-13T07:32:51Z,8782470464,4.4162e+09,4.366270464e+09,4536050000,4504682496,9040732496,97706545152,8e+10,0.1097808808,462808,45783709458,3270,2,0,0,0,8.782470464e+09,1,0,0
1789284781,2026-09-13T07:33:01Z,8709048944,4.36375e+09,4.345298944e+09,4602950000,4605345792,9208295792,97410076672,8e+10,0.1088631118,487384,48181203186,3273,2,0,0,0,8.709048944e+09,1,0,0
1789284792,2026-09-13T07:33:12Z,8658083120,4.33795e+09,4.32013312e+09,4512600000,4496293888,9008893888,97700683776,8e+10,0.108226039,516056,51015577938,3280,2,0,1,0,8.65808312e+09,1,0,0
1789284803,2026-09-13T07:33:23Z,8656444512,4.3447e+09,4.311744512e+09,4617650000,4603248640,9220898640,97435942912,8e+10,0.1082055564,540632,53454514706,3283,2,0,0,0,8.656444512e+09,1,0,0
1789284814,2026-09-13T07:33:34Z,8517298304,4.3188e+09,4.198498304e+09,4483850000,4466933760,8950783760,97653772288,8e+10,0.1064662288,565208,55972193250,3287,2,0,1,0,8.517298304e+09,1,0,0
1789284825,2026-09-13T07:33:45Z,8584528688,4.29795e+09,4.286578688e+09,4574850000,4567597056,9142447056,97645408256,8e+10,0.1073066086,593880,58694671794,3291,2,0,0,0,8.584528688e+09,1,0,0
1789284836,2026-09-13T07:33:56Z,8458648304,4.26015e+09,4.198498304e+09,4454350000,4416602112,8870952112,97581518848,8e+10,0.1057331038,622552,61578778194,3294,2,0,0,0,8.458648304e+09,1,0,0
1789284847,2026-09-13T07:34:07Z,8463086912,4.2562e+09,4.206886912e+09,4570850000,4542431232,9113281232,97808769024,8e+10,0.1057885864,647127,63992799138,3295,2,0,1,0,8.463086912e+09,1,0,0
1789284858,2026-09-13T07:34:18Z,8848952112,4.43235e+09,4.416602112e+09,4427582768,4387241984,8814824752,97503481856,8e+10,0.1106119014,671703,66390292866,3298,2,0,1,0,8.848952112e+09,1,0,0
1789284869,2026-09-13T07:34:29Z,8810536288,4.4191e+09,4.391436288e+09,4542650000,4534042624,9076692624,97781891072,8e+10,0.1101317036,700375,69232956226,3302,2,0,0,0,8.810536288e+09,1,0,0
1789284880,2026-09-13T07:34:40Z,9010143888,4.51385e+09,4.496293888e+09,4448250000,4399824896,8848074896,97533362176,8e+10,0.1126267986,724951,71655315778,3304,2,0,1,0,9.010143888e+09,1,0,0
1789284890,2026-09-13T07:34:50Z,8736893248,4.3874e+09,4.349493248e+09,4521550000,4504682496,9026232496,97708257280,8e+10,0.1092111656,753621,74506167746,3306,2,0,0,0,8.736893248e+09,1,0,0
1789284901,2026-09-13T07:35:01Z,8734776160,4.3727e+09,4.36207616e+09,4609682768,4552916992,9162599760,97438912512,8e+10,0.109184702,778197,76907805778,3308,2,0,0,0,8.73477616e+09,1,0,0
1789284912,2026-09-13T07:35:12Z,8613040080,4.33485e+09,4.27819008e+09,4486200000,4454350848,8940550848,97655025664,8e+10,0.107663001,806869,79787767874,3310,2,0,1,0,8.61304008e+09,1,0,0
1789284923,2026-09-13T07:35:23Z,8560657168,4.29505e+09,4.265607168e+09,4576150000,4548722688,9124872688,97808080896,8e+10,0.1070082146,831445,82189405906,3313,2,0,1,0,8.560657168e+09,1,0,0
1789284934,2026-09-13T07:35:34Z,8894267936,4.4525e+09,4.441767936e+09,4612050000,4387241984,8999291984,97474211840,8e+10,0.1111783492,856020,84599282546,3316,2,0,1,0,8.894267936e+09,1,0,0
1789284945,2026-09-13T07:35:45Z,8832863504,4.42465e+09,4.408213504e+09,4487600000,4492099584,8979699584,97692626944,8e+10,0.1104107938,884691,87433607298,3318,2,0,0,0,8.832863504e+09,1,0,0
