ts,iso,metric_bytes,metric_http,metric_fs,du_http,du_fs,du_total,df_used,budget,occ_ratio,evictions,evicted_bytes,writes_skipped,fetch_errors,dropped,pinned,rebuilding
1789077598,2026-09-10T21:59:58Z,73468310596,3.6696847428e+10,3.6771463168e+10,46985877603,46753906688,93739784291,97635700736,8e+10,0.91835388245,4096,253464199,4106,2,0,0,0
1789077613,2026-09-10T22:00:13Z,70679246596,3.5480647428e+10,3.5198599168e+10,46992417506,46313504768,93305922274,97581617152,8e+10,0.88349058245,45056,4647140263,4196,2,0,1,0
1789077628,2026-09-10T22:00:28Z,70662640900,3.5459847428e+10,3.5202793472e+10,46871912523,46837792768,93709705291,97629192192,8e+10,0.88328301125,77824,7868664391,4206,2,0,0,0
1789077644,2026-09-10T22:00:44Z,70692295376,3.538045e+10,3.5311845376e+10,46821745846,46615494656,93437240502,97784496128,8e+10,0.8836536922,110592,10920269483,4247,2,0,1,0
1789077659,2026-09-10T22:00:59Z,70298165616,3.525895e+10,3.5039215616e+10,46908445846,46667923456,93576369302,97153900544,8e+10,0.8787270702,143360,14315854379,4264,2,0,1,0
1789077675,2026-09-10T22:01:15Z,70286414352,3.520945e+10,3.5076964352e+10,46933795846,46875541504,93809337350,97355665408,8e+10,0.8785801794,172023,17058604443,4274,2,0,0,0
1789077691,2026-09-10T22:01:31Z,70519020688,3.529945e+10,3.5219570688e+10,46932945846,46542094336,93475040182,97599578112,8e+10,0.8814877586,196598,19435326651,4570,2,0,1,0
1789077707,2026-09-10T22:01:47Z,69692563072,3.49092e+10,3.4783363072e+10,46898562104,46930067456,93828629560,97552072704,8e+10,0.8711570384,225270,22315288747,4585,2,0,0,0
1789077722,2026-09-10T22:02:02Z,70414050432,3.52532e+10,3.5160850432e+10,46871594786,46850375680,93721970466,97526247424,8e+10,0.8801756304,241654,23901184987,5943,2,0,1,0
1789077738,2026-09-10T22:02:18Z,69690956112,3.486565e+10,3.4825306112e+10,46800139095,46963621888,93763760983,97504325632,8e+10,0.8711369514,270326,26689972395,5952,2,0,1,0
1789077753,2026-09-10T22:02:33Z,69763313712,3.483315e+10,3.4930163712e+10,46750151060,46938456064,93688607124,97414295552,8e+10,0.8720414214,294902,28988002827,5963,2,0,1,0
1789077769,2026-09-10T22:02:49Z,68960138368,3.46004e+10,3.4359738368e+10,47075940493,46829404160,93905344653,97500405760,8e+10,0.8620017296,319478,31746051003,5972,2,0,1,0
1789077784,2026-09-10T22:03:04Z,68965738368,3.4606e+10,3.4359738368e+10,47045645846,46875541504,93921187350,97543553024,8e+10,0.8620717296,339958,33772972571,5989,2,0,0,0
1789077800,2026-09-10T22:03:20Z,69258946624,3.43162e+10,3.4942746624e+10,46439195846,47123005440,93562201286,97615020032,8e+10,0.8657368328,376822,36565218187,5998,2,0,0,0
1789077816,2026-09-10T22:03:36Z,69323801072,3.401615e+10,3.5307651072e+10,46465077766,47575990272,94041068038,97242177536,8e+10,0.8665475134,413686,39556390395,6121,2,0,0,0
1789077831,2026-09-10T22:03:51Z,69854604256,3.41443e+10,3.5710304256e+10,46020845846,47890563072,93911408918,97656369152,8e+10,0.8731825532,442358,42121385387,6327,2,0,1,0
1789077847,2026-09-10T22:04:07Z,69857550464,3.4034e+10,3.5823550464e+10,45920594872,47745859584,93666454456,97545981952,8e+10,0.8732193808,479222,45543565211,6360,2,0,0,0
1789077862,2026-09-10T22:04:22Z,69363216912,3.369905e+10,3.5664166912e+10,45932044786,47995420672,93927465458,97403420672,8e+10,0.8670402114,511990,48620038699,6374,2,0,1,0
1789077878,2026-09-10T22:04:38Z,69514415024,3.362795e+10,3.5886465024e+10,45649711295,48242884608,93892595903,97558945792,8e+10,0.8689301878,548854,51980053963,6436,2,0,0,0
1789077895,2026-09-10T22:04:55Z,69153020720,3.327075e+10,3.588227072e+10,45712384753,47978643456,93691028209,97690939392,8e+10,0.864412759,585718,55273760363,6450,2,0,0,0
1789077910,2026-09-10T22:05:10Z,69455931488,3.33975e+10,3.6058431488e+10,45635651061,48318382080,93954033141,97367007232,8e+10,0.8681991436,614390,58062547771,6461,2,0,1,0
1789077926,2026-09-10T22:05:26Z,69717650496,3.32314e+10,3.6486250496e+10,45412295846,48247078912,93659374758,97686429696,8e+10,0.8714706312,647158,60716302251,6474,2,0,0,0
1789077942,2026-09-10T22:05:42Z,69203308080,3.294355e+10,3.625975808e+10,45220345846,48662315008,93882660854,97616338944,8e+10,0.865041351,671734,63084785851,6481,2,0,0,0
1789077957,2026-09-10T22:05:57Z,69174074544,3.274235e+10,3.6431724544e+10,45015645846,48607789056,93623434902,97471938560,8e+10,0.8646759318,688118,64343282075,6494,2,0,0,0
1789077972,2026-09-10T22:06:12Z,69322935952,3.256825e+10,3.6754685952e+10,44871745846,49165631488,94037377334,97695608832,8e+10,0.8665366994,712694,66284902363,6504,2,0,1,0
1789077987,2026-09-10T22:06:27Z,69217879632,3.227445e+10,3.6943429632e+10,44755111256,49299849216,94054960472,97366499328,8e+10,0.8652234954,733174,67839373275,6540,2,0,1,0
1789078003,2026-09-10T22:06:43Z,68916246720,3.19854e+10,3.693084672e+10,44469411108,49257906176,93727317284,97750716416,8e+10,0.861453084,753654,69588626475,6554,2,0,0,0
1789078018,2026-09-10T22:06:58Z,68399570752,3.18546e+10,3.6544970752e+10,44567463191,48398074237,92965537428,97289457664,8e+10,0.8549946344,786422,73079530363,6718,2,0,1,0
1789078033,2026-09-10T22:07:13Z,68293370736,3.207975e+10,3.6213620736e+10,44912213191,49052385661,93964598852,97483788288,8e+10,0.8536671342,815094,76452664635,6761,2,0,0,0
1789078048,2026-09-10T22:07:28Z,68161523872,3.25393e+10,3.5622223872e+10,45541213191,48528097661,94069310852,97360969728,8e+10,0.8520190484,843766,80310682475,6766,2,0,1,0
1789078063,2026-09-10T22:07:43Z,67964525760,3.25646e+10,3.539992576e+10,45571413191,48217719165,93789132356,97811599360,8e+10,0.849556572,872438,83385426859,6767,2,0,1,0
1789078078,2026-09-10T22:07:58Z,67981624480,3.28753e+10,3.510632448e+10,45796263191,47917826429,93714089620,97514270720,8e+10,0.849770306,901110,86812437083,6770,2,0,1,0
1789078094,2026-09-10T22:08:14Z,68251121296,3.354745e+10,3.4703671296e+10,46318913191,47517270397,93836183588,97672949760,8e+10,0.8531390162,925686,90287449851,6771,2,0,0,0
1789078109,2026-09-10T22:08:29Z,67870216224,3.33469e+10,3.4523316224e+10,46299060101,47462744445,93761804546,96633831424,8e+10,0.8483777028,962550,93908556267,6774,2,0,1,0
1789078124,2026-09-10T22:08:44Z,68270848925,3.3999190941e+10,3.4271657984e+10,46729800823,47043314045,93773114868,97654272000,8e+10,0.8533856115625,987126,97221941179,6776,2,0,1,0
1789078139,2026-09-10T22:08:59Z,67770370710,3.3741982358e+10,3.4028388352e+10,46835675379,46909096317,93744771696,97798234112,8e+10,0.847129633875,1023990,100847191899,6778,2,0,0,0
1789078154,2026-09-10T22:09:14Z,67725789243,3.3751926843e+10,3.39738624e+10,46898190034,46984593789,93882783823,97469399040,8e+10,0.8465723655375,1056758,104151602107,6782,2,0,0,0
1789078169,2026-09-10T22:09:29Z,67893236715,3.3843876843e+10,3.4049359872e+10,46816890034,46959427965,93776317999,97732902912,8e+10,0.8486654589375,1093622,107810007259,6785,2,0,0,0
1789078184,2026-09-10T22:09:44Z,67731399371,3.3728176843e+10,3.4003222528e+10,46945940034,47030731133,93976671167,97565487104,8e+10,0.8466424921375,1126390,110977655435,6789,2,0,1,0
1789078199,2026-09-10T22:09:59Z,68038977227,3.3872176843e+10,3.4166800384e+10,46856590034,46951039357,93807629391,97761501184,8e+10,0.8504872153375,1163254,114602906155,6793,2,0,0,0
1789078215,2026-09-10T22:10:15Z,68326456347,3.4033826843e+10,3.4292629504e+10,46901790034,46892319101,93794109135,97602875392,8e+10,0.8540807043375,1183734,116658837851,6795,2,0,1,0
1789078230,2026-09-10T22:10:30Z,67915573419,3.3966876843e+10,3.3948696576e+10,46855740034,46883930493,93739670527,97758552064,8e+10,0.8489446677375,1220598,120574189851,6800,2,0,0,0
1789078245,2026-09-10T22:10:45Z,67858468987,3.3943326843e+10,3.3915142144e+10,46892240034,46871347581,93763587615,97522868224,8e+10,0.8482308623375,1257462,124224306395,6804,2,0,0,0
1789078261,2026-09-10T22:11:01Z,67750887339,3.3886076843e+10,3.3864810496e+10,47012340034,46783267197,93795607231,97489149952,8e+10,0.8468860917375,1294326,127861990027,6805,2,0,1,0
1789078276,2026-09-10T22:11:16Z,68014660763,3.4019826843e+10,3.399483392e+10,46920990034,46942650749,93863640783,97650012160,8e+10,0.8501832595375,1331190,131503817963,6809,2,0,1,0
1789078291,2026-09-10T22:11:31Z,68087160763,3.4092326843e+10,3.399483392e+10,47061590034,46890221949,93951811983,97718362112,8e+10,0.8510895095375,1363958,134812372475,6816,2,0,1,0
1789078306,2026-09-10T22:11:46Z,67736354427,3.3884126843e+10,3.3852227584e+10,47027340034,46770684285,93798024319,97767456768,8e+10,0.8467044303375,1388534,137180856075,6821,2,0,0,0
1789078321,2026-09-10T22:12:01Z,68093632283,3.4077826843e+10,3.401580544e+10,46893240034,46783267197,93676507231,97465888768,8e+10,0.8511704035375,1421302,140447967547,6823,2,0,1,0
1789078336,2026-09-10T22:12:16Z,67791727211,3.3956276843e+10,3.3835450368e+10,46936690034,46779072893,93715762927,97380319232,8e+10,0.8473965901375,1458166,144143671435,6829,2,0,1,0
1789078351,2026-09-10T22:12:31Z,67729272779,3.3927376843e+10,3.3801895936e+10,47029190034,46711964029,93741154063,97784512512,8e+10,0.8466159097375,1490934,147385917083,6831,2,0,0,0
1789078367,2026-09-10T22:12:47Z,68201442411,3.4156276843e+10,3.4045165568e+10,47077340034,46816821629,93894161663,97662922752,8e+10,0.8525180301375,1527798,151015312107,6831,2,0,1,0
1789078382,2026-09-10T22:13:02Z,67822343035,3.3961726843e+10,3.3860616192e+10,46855090034,46898610557,93753700591,97500778496,8e+10,0.8477792879375,1564662,154648851435,6834,2,0,0,0
