ts,iso,metric_bytes,metric_http,metric_fs,du_http,du_fs,du_total,df_used,budget,occ_ratio,evictions,evicted_bytes,writes_skipped,fetch_errors,dropped,pinned,rebuilding
1789084511,2026-09-10T23:55:11Z,43592166269,2.1861253637e+10,2.1730912632e+10,22181603637,22007736696,44189340333,46315675648,8e+10,0.5449020783625,0,0,0,2,0,5,0
1789084525,2026-09-10T23:55:25Z,47312077117,2.3748253637e+10,2.356382348e+10,23975703637,23798704504,47774408141,50299420672,8e+10,0.5914009639625,0,0,0,4,0,0,0
1789084538,2026-09-10T23:55:38Z,50783168973,2.5482903637e+10,2.5300265336e+10,25794103637,25673558392,51467662029,54323863552,8e+10,0.6347896121625,0,0,0,4,0,1,0
1789084552,2026-09-10T23:55:52Z,54635304509,2.7409853637e+10,2.7225450872e+10,27607653637,27590355320,55198008957,58331611136,8e+10,0.6829413063625,0,0,0,4,0,0,0
1789084565,2026-09-10T23:56:05Z,58477495741,2.9331053637e+10,2.9146442104e+10,29668803637,29515540856,59184344493,62282883072,8e+10,0.7309686967625,0,0,0,4,0,1,0
1789084579,2026-09-10T23:56:19Z,62789267997,3.1486953637e+10,3.130231436e+10,31669003637,31516223864,63185227501,66437554176,8e+10,0.7848658499625,0,0,0,4,0,0,0
1789084593,2026-09-10T23:56:33Z,66349402893,3.3268703637e+10,3.3080699256e+10,33715553637,33537878392,67253432029,70580023296,8e+10,0.8293675361625,0,0,0,4,0,0,0
1789084607,2026-09-10T23:56:47Z,70015396653,3.5089203637e+10,3.4926193016e+10,35502003637,35425315192,70927318829,74568298496,8e+10,0.8751924581625,0,0,0,4,0,0,0
1789084621,2026-09-10T23:57:01Z,74487960685,3.7326203637e+10,3.7161757048e+10,37535453637,37526661496,75062115133,78947676160,8e+10,0.9310995085625,0,0,0,4,0,0,0
1789084637,2026-09-10T23:57:17Z,75688777430,3.7642245846e+10,3.8046531584e+10,38016078614,38788923392,76805002006,80924999680,8e+10,0.946109717875,28672,2273225111,0,4,0,0,0
1789084654,2026-09-10T23:57:34Z,75546880614,3.7097695846e+10,3.8449184768e+10,38558945846,40248541184,78807487030,83257151488,8e+10,0.944336007675,65536,4990873255,0,4,20481,1,0
1789084669,2026-09-10T23:57:49Z,75832632534,3.6943045846e+10,3.8889586688e+10,39418145846,41481666560,80899812406,83204112384,8e+10,0.947907906675,94208,7245045447,0,4,36589,0,0
1789084683,2026-09-10T23:58:03Z,75752329785,3.5151467065e+10,4.060086272e+10,37185239095,42739957760,79925196855,83220840448,8e+10,0.9469041223125,180224,12324903380,0,4,41291,0,0
1789084697,2026-09-10T23:58:17Z,75903459166,3.4354683742e+10,4.1548775424e+10,36423483742,43989860352,80413344094,82846617600,8e+10,0.948793239575,233472,15882406367,0,4,41291,0,0
1789084712,2026-09-10T23:58:32Z,75852913038,3.2760633742e+10,4.3092279296e+10,34634033742,45625638912,80259672654,83063140352,8e+10,0.948161412975,303104,19699694991,0,4,41291,0,0
1789084726,2026-09-10T23:58:46Z,75368333120,3.17266e+10,4.364173312e+10,34264900000,46296727552,80561627552,82434875392,8e+10,0.942104164,360448,23818458541,0,4,47238,1,0
1789084740,2026-09-10T23:59:00Z,75859566640,3.272115e+10,4.313841664e+10,35063650000,44816138240,79879788240,83441799168,8e+10,0.948244583,376832,26941891565,0,4,47238,1,0
1789084754,2026-09-10T23:59:14Z,74825900112,3.318485e+10,4.1641050112e+10,36042000000,44577062912,80619062912,82875265024,8e+10,0.9353237514,401408,31283063869,0,4,47238,1,0
1789084768,2026-09-10T23:59:28Z,75323087424,3.42986e+10,4.1024487424e+10,36885200000,43624955904,80510155904,84217540608,8e+10,0.9415385928,425984,35400443757,0,4,47238,0,0
